PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Mobility left	Mobility	Mobility right	CCS	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference CCS	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	CCS matched	m/z matched	MS/MS matched	RT similarity	CCS similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	w/o MS2:Phenylphosphoric acid	7	0.2119333	0.3296333	0.4084333	-1	-1	-1	-1	172.9946	3006	32776.37		[M-H]-	M + 0		null	null	173.00092	C6H7O4P	Phenyl phosphates	CMPQUABWPXYYSH-UHFFFAOYSA-N	O=P(O)(O)OC=1C=CC=CC1	530	True	True	True	False	null	87.1	null	null	null	82.1	9.566667	172.99463:1005 174.95593:335	
1	w/o MS2:Phenylphosphoric acid	28	0.2119333	0.3296333	0.4084333	14.18926	14.91075	15.75249	124.5079	172.9946	3578	98865.46		[M-H]-	M + 0		null	129.772	173.00092	C6H7O4P	Phenyl phosphates	CMPQUABWPXYYSH-UHFFFAOYSA-N	O=P(O)(O)OC=1C=CC=CC1	530	True	True	True	False	null	87.1	null	null	null	82.1	71.56	172.94914:30 172.99463:229	136.93475:36
2	Unknown	7	0.1334833	0.3296333	0.56535	-1	-1	-1	-1	203.9846	510	7081.74		[M-H]-	M + 1	isotope of 9	null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	10.2		
3	Unknown	25	0.1334833	0.3296333	0.56535	13.94877	14.55001	15.15125	120.2037	203.9846	403	8722.789		[M-H]-	M + 1		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	8.06		
4	Unknown	39	0.1334833	0.3296333	0.56535	15.63224	16.23348	16.95497	134.106	203.9846	290.3333	6688.197		[M-H]-	M + 1		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	5.806667		
5	Unknown	7	0.1727	0.3296333	0.7226167	-1	-1	-1	-1	471.9351	13057.67	318866.7		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	227.4	471.93509:5281	
6	Unknown	29	0.1727	0.3296333	0.7226167	14.06902	15.031	15.87274	119.8437	471.9351	15846.33	449999.1	248.965	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	316.9267	471.92007:122 471.93509:1487	248.965:7646
7	Unknown	8	0.2511667	0.3692	0.4868833	-1	-1	-1	-1	125.037	811	7131.756		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	16.22	125.03696:293 128.03212:2845 129.03577:181	
8	Unknown	20	0.2511667	0.3692	0.4868833	13.22728	13.94877	14.55001	119.5508	125.037	851	20338.76		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	17.02		92.02261:34
9	Unknown	8	0.1334833	0.3692	0.56535	-1	-1	-1	-1	144.9976	493.6667	7333.123		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	9.433333	146.95708:211	
10	Unknown	24	0.1334833	0.3692	0.56535	13.70827	14.42976	15.15125	122.1036	144.9976	628.6667	15237.81		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	12.57333		
11	Unknown	8	0.2119333	0.3692	0.6049167	-1	-1	-1	-1	146.9571	419	3621.91		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	8.38	146.95708:211	
12	Unknown	15	0.2119333	0.3692	0.6049167	12.74629	13.34753	14.06902	112.8275	146.9571	455	10418.29		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	9.1		
13	Unknown	8	0.2119333	0.3692	0.6049167	-1	-1	-1	-1	160.976	401.3333	4503.563		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	8.026667		
14	Unknown	23	0.2119333	0.3692	0.6049167	13.46778	14.30951	15.031	120.1095	160.976	502.6667	11882.9		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	10.05333		
15	Unknown	8	0.2119333	0.3692	0.6049167	-1	-1	-1	-1	160.976	401.3333	4503.563		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	8.026667		
16	Unknown	23	0.2119333	0.3692	0.6049167	13.46778	14.30951	15.031	120.1095	160.976	444.3333	10201.83		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	8.886666		
17	Unknown	8	0.05468334	0.3692	0.7226167	-1	-1	-1	-1	189.9704	552.6667	6346.967		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	11.05333	189.97038:245	
