PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Mobility left	Mobility	Mobility right	CCS	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference CCS	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	CCS matched	m/z matched	MS/MS matched	RT similarity	CCS similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	w/o MS2:Phenylphosphoric acid	6	0.2027833	0.3204667	0.5954334	-1	-1	-1	-1	172.9946	2985.333	56749.18		[M-H]-	M + 0		null	null	173.00092	C6H7O4P	Phenyl phosphates	CMPQUABWPXYYSH-UHFFFAOYSA-N	O=P(O)(O)OC=1C=CC=CC1	530	True	True	True	False	null	91.3	null	null	null	82.1	25.8	172.99463:1076 174.95135:297	
1	w/o MS2:Phenylphosphoric acid	36	0.2027833	0.3204667	0.5954334	14.18926	15.031	16.35373	125.5116	172.9946	3472.667	98677.86		[M-H]-	M + 0		null	129.772	173.00092	C6H7O4P	Phenyl phosphates	CMPQUABWPXYYSH-UHFFFAOYSA-N	O=P(O)(O)OC=1C=CC=CC1	510	True	True	True	False	null	91.3	null	null	null	82.1	69.45333	172.9537:74 172.99463:248	
2	Unknown	7	0.2420167	0.3600333	0.6349834	-1	-1	-1	-1	189.9751	378.6667	3068.519		[M-H]-	M + 1	isotope of 4	null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	7.573333	189.97514:181	
3	Unknown	38	0.2420167	0.3600333	0.6349834	14.55001	15.2715	15.99298	126.7223	189.9751	354.3333	9422.631		[M-H]-	M + 1		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	7.086667		
4	Unknown	8	0.08475	0.3992667	0.8707	-1	-1	-1	-1	154.9438	313.6667	2817.494		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	6.273334		
5	Unknown	34	0.08475	0.3992667	0.8707	13.82852	14.7905	15.39174	124.5028	154.9438	265	7907.513	136.935	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	5.3		136.935:384
6	Unknown	8	0.08475	0.3992667	0.8707	-1	-1	-1	-1	154.9438	313.6667	2817.494		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	6.273334		
7	Unknown	29	0.08475	0.3992667	0.8707	13.82852	14.67026	15.39174	123.491	154.9438	265.6667	8629		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	5.313334		
8	Unknown	8	0.2420167	0.3992667	0.6349834	-1	-1	-1	-1	188.9708	4914	96988.59		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	59.08667	188.97079:1617 189.97514:181	
9	Unknown	38	0.2420167	0.3992667	0.6349834	14.42976	15.2715	15.99298	126.7656	188.9708	6137.667	170512.8		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	122.7533	188.97079:475	
10	Unknown	8	0.2420167	0.3992667	0.6349834	-1	-1	-1	-1	188.9708	4914	96988.59		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	59.08667	188.97079:1685	
11	Unknown	38	0.2420167	0.3992667	0.6349834	14.42976	15.2715	15.99298	126.7656	188.9708	6248.667	172287.7		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	124.9733	188.97079:529	
12	Unknown	8	0.2420167	0.3992667	0.8707	-1	-1	-1	-1	572.0391	1469.667	18715.59		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	29.39333	572.02252:110 572.03906:605	
13	Unknown	90	0.2420167	0.3992667	0.8707	20.8029	21.52439	22.36613	170.7526	572.0391	1658.667	46023.74		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	33.17333	572.02252:36 572.03906:146	
14	Unknown	9	0.16355	0.4385	0.71345	-1	-1	-1	-1	471.9351	13028.67	322982		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	244.26	471.92007:463 471.93509:5050 472.93475:201	
15	Unknown	32	0.16355	0.4385	0.71345	14.18926	15.031	15.87274	119.8437	471.9351	15914	450237.2	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	318.28	471.92007:158 471.93509:1502	136.935:234 248.97:12735
16	Unknown	9	0.16355	0.4385	1.1061	-1	-1	-1	-1	498.9496	14718.67	316351.2		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	294.3733	498.9342:1061 498.94962:5792 499.94656:210	
17	Unknown	46	0.16355	0.4385	1.1061	15.87274	16.71447	17.43596	133.0586	498.9496	3499.667	97169.99		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	69.99333	498.9342:78 498.94962:400	248.97038:137
18	Unknown	81	0.16355	0.4385	1.1061	19.84092	20.92315	23.20786	166.5509	498.9496	10694	398441.9	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	213.88	498.94962:1015	248.97:35911
19	Unknown	9	0.28125	0.4385	0.8707	-1	-1	-1	-1	558.0081	1526.333	21869.98		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	30.52667	558.00806:557 560.85437:1086 560.87073:5182 561.87854:254 562.87079:2245	
20	Unknown	82	0.28125	0.4385	0.8707	20.20166	21.0434	21.76489	167.0359	558.0081	1503	50287.71		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	30.06	557.99988:147	248.97038:310
21	Unknown	9	0.3204667	0.4385	0.8707	-1	-1	-1	-1	606.8434	782.6667	8089.104		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	15.65333	606.83496:233	
22	Unknown	58	0.3204667	0.4385	0.8707	17.43596	18.15745	18.87894	143.857	606.8434	858.3333	22156.89		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	17.16667	606.83496:79	
23	Unknown	10	0.2420167	0.4777333	0.9884	-1	-1	-1	-1	383.8804	366	4591.573		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	7.32	383.8736:121	
24	Unknown	30	0.2420167	0.4777333	0.9884	14.06902	14.7905	15.51199	118.6823	383.8804	467.6667	12142.65		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	9.353333		248.95947:85 248.97038:1315
25	Unknown	11	0.3600333	0.5169666	0.9491667	-1	-1	-1	-1	250.5553	357.3333	2819.327		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	7.146667	253.14554:66	
26	Unknown	8	0.3600333	0.5169666	0.9491667	11.42356	12.14505	12.74629	99.21094	250.5553	397.6667	8607.343	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	7.953333		248.97:36527 249.97501:1079
27	Unknown	11	0.3992667	0.5169666	0.83115	-1	-1	-1	-1	628.1015	459	3262.545		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	9.18	628.08423:101	
28	Unknown	106	0.3992667	0.5169666	0.83115	23.44836	24.0496	24.89134	190.3817	628.1015	381	9934.878		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	7.62	628.1015:61	
29	Unknown	12	0.3992667	0.5562	0.8707	-1	-1	-1	-1	325.1805	1985.333	44057.88		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	20.1	325.18048:827	
30	Unknown	96	0.3992667	0.5562	0.8707	21.88514	22.72687	25.13183	183.4562	325.1805	1315	67293.16		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	26.3	325.18048:145	183.00522:40
31	Unknown	12	0.3992667	0.5562	0.8707	-1	-1	-1	-1	325.1805	1985.333	44057.88		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	20.1	325.14929:81 325.18048:1028	
32	Unknown	97	0.3992667	0.5562	0.8707	21.88514	22.72687	23.20786	183.4562	325.1805	1253	42339.31		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	25.06	325.17422:56	183.00522:76
33	Unknown	12	0.16355	0.5562	0.9491667	-1	-1	-1	-1	565.343	311.6667	2412.449		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	6.233333		
34	Unknown	154	0.16355	0.5562	0.9491667	29.10002	29.94175	30.90374	237.5748	565.343	319	9545.279		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	6.38	565.34296:36 565.3512:26	
35	Unknown	13	0.16355	0.5954334	1.224117	-1	-1	-1	-1	265.1467	4920	60965.39		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	98.4	265.14673:2263 266.14999:457 267.23425:495 269.21078:1923	
36	Unknown	77	0.16355	0.5954334	1.224117	19.35993	20.32191	21.52439	165.5143	265.1467	3575.667	133186.7		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	71.51334	265.13547:47 265.14673:280 266.14999:111	248.97038:69
37	Unknown	13	0.1243167	0.5954334	1.066867	-1	-1	-1	-1	266.15	1120.667	10472.55		[M-H]-	M + 1	isotope of 17	null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	22.41333	266.14999:457 267.23425:495 269.21078:1923	
38	Unknown	77	0.1243167	0.5954334	1.066867	19.60042	20.32191	21.40414	165.4845	266.15	990.6667	28982.18		[M-H]-	M + 1		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	19.81333	266.14999:111	248.97038:69
39	Unknown	13	0.4385	0.5954334	0.71345	-1	-1	-1	-1	339.1968	506	4481.631		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	8.86	339.89777:769	
40	Unknown	102	0.4385	0.5954334	0.71345	22.60662	23.32811	23.92935	187.9995	339.1968	321.3333	8922.398	183.005	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	6.426667		183.005:371
41	Unknown	111	0.4385	0.5954334	0.71345	23.92935	24.41034	25.01158	196.7189	339.1968	166.3333	3891.227		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	3.326667	339.19049:28 339.19684:34	
42	Unknown	13	0.08475	0.5954334	0.7526833	-1	-1	-1	-1	420.8209	3289	27017.31		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	65.78	420.82089:1635 422.80951:321	
43	Unknown	53	0.08475	0.5954334	0.7526833	16.59422	17.43596	18.15745	139.4834	420.8209	2959	82624.86	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	59.18	420.8067:32 420.82089:326 422.80951:64	248.97:41485 337.892:1659
44	Unknown	13	0.16355	0.5954334	1.027633	-1	-1	-1	-1	422.8237	1971	16643.13		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	39.42	422.80951:321	
45	Unknown	53	0.16355	0.5954334	1.027633	16.71447	17.43596	18.2777	139.4628	422.8237	1869.333	50901	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	37.38667	422.80951:64	248.97:87938 337.892:4020
