PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Mobility left	Mobility	Mobility right	CCS	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference CCS	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	CCS matched	m/z matched	MS/MS matched	RT similarity	CCS similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	6	0.1701	0.2878	0.56275	-1	-1	-1	-1	560.8953	8171	181993.5		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	40.23333	560.87073:6785 561.8703:430 562.87079:2629 563.87213:123	
1	Unknown	58	0.1701	0.2878	0.56275	16.83472	17.67646	18.51819	140.3003	560.8953	10358.33	292260.3	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	207.1667	560.87073:2099 561.8703:120 562.87079:809	248.97:23008 339.89801:1023
2	Unknown	6	0.05206667	0.2878	0.9164833	-1	-1	-1	-1	609.0347	764.3333	11378.23		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	15.28667	609.01764:135	
3	Unknown	104	0.05206667	0.2878	0.9164833	22.84712	23.56861	24.2901	186.6996	609.0347	850.3333	21630.22		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	17.00667	609.01764:26 609.03473:93	248.97038:47
4	Unknown	7	0.0913	0.3270167	0.6807666	-1	-1	-1	-1	249.9754	22760.67	655846.8		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	374.18	249.97539:8539 250.2926:208	
5	Unknown	12	0.0913	0.3270167	0.6807666	6.373144	12.14505	12.98678	99.22251	249.9754	29870	825396.1	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	597.4	249.5491:265 249.62013:233 249.90977:130 249.96992:2667 250.216:92 250.29807:67 250.97691:60	248.97:32198
6	Unknown	8	0.1308667	0.3665833	0.7592334	-1	-1	-1	-1	189.9751	513.6667	5555.366		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	10.27333		
7	Unknown	38	0.1308667	0.3665833	0.7592334	14.67026	15.2715	15.99298	126.7223	189.9751	614.3333	14090.66		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	12.28667	189.97514:80	
8	Unknown	8	0.1308667	0.3665833	0.6807666	-1	-1	-1	-1	249.9918	9626.333	255759.9		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	162.66	249.97539:8332 250.97691:146 253.21707:111	
9	Unknown	10	0.1308667	0.3665833	0.6807666	11.18306	12.14505	12.98678	99.22218	249.9918	12425	341768.6	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	248.5	249.64198:219 249.78954:143 249.97539:2623 250.17772:80 250.30901:69	248.97:32198
