"PrecursorName.Replicate","PrecursorName","Label","DIA.cosSim","DIA.RTdiffSd","DIA.RTdiffMean","DIA.FWHMdiffSd","DIA.FWHMdiffMean","DIA.MassErrorSd","DIA.MassErrorMean","PeakDecoderScore","featTarget","Total.Area","Precursor.Mz","Precursor.SignalToNoise","CountFragments"
"xxx14768.Pput_Muck_1642_IMS_5ul_R3_06_20V_redo_12Sep","xxx14768","decoy",0.136430208407187,0.088694231304334,0.133333333333334,0.16008331164324,-0.206666666666667,39.2936975438386,75.0666666666667,0.000391140461113696,14768,156779,304.05884,9632,6
"xxx14768.Pput_Muck_2224_IMS_5ul_R1_07_20V_redo_12Sep","xxx14768","decoy",0,0,0.19,0,-0.24,0,100,0.00607532528341629,14768,44505,304.05884,6882,3
"xxx14768.Pput_Muck_2224_IMS_5ul_R1_07_40V_12Sep","xxx14768","decoy",0.102407222639061,0.04,0.1,0.0854400374531753,-0.025,54.8972373318245,52.6,1.71643630513163e-05,14768,29074,304.05884,5100,4
"xxx14768.Pput_Muck_2224_IMS_5ul_R2_08_20V_redo_12Sep","xxx14768","decoy",0,0,0.19,0,-0.32,0,100,0.00620867199783333,14768,35369,304.05884,8490,3
"xxx14768.Pput_Muck_2224_IMS_5ul_R2_08_40V_12Sep","xxx14768","decoy",0.429273537736505,0.0923760430703402,0.186666666666667,0.127017059221718,-0.166666666666667,42.8971250007892,75.2333333333333,0.000197672504926186,14768,8613,304.05884,3342,3
"xxx14768.Pput_Muck_2224_IMS_5ul_R3_09_20V_redo_12Sep","xxx14768","decoy",0.0696840600130695,0.065615962581178,0.123636363636364,0.0716684284490991,-0.118181818181818,36.0434258284995,79.1363636363636,0.000324364534376693,14768,181507,304.05884,1426,11
"xxx14768.Pput_Muck_2224_IMS_5ul_R3_09_40V_12Sep","xxx14768","decoy",0.077511791785122,0.0565685424949239,0.12,0.137658998979362,-0.14,61.9782058468943,56.46,6.27214423251673e-05,14768,6178,304.05884,4921,5
"xxx14768.Pput_Muck_5042_IMS_5ul_R1_10_20V_redo_12Sep","xxx14768","decoy",0.147555553298654,0.175271218401653,0.128,0.169793992826601,-0.124,45.7618509241049,50.62,0.000135705233647444,14768,88228,304.05884,6379,5
"xxx14768.Pput_Muck_5042_IMS_5ul_R2_11_40V_12Sep","xxx14768","decoy",0.766233327916965,0.13856406460551,0.16,0.0734846922834954,-0.11,49.1407163154954,57.45,2.71820348503711e-05,14768,21631,304.05884,2349,4
"xxx14768.Pput_Muck_5042_IMS_5ul_R3_12_20V_redo_12Sep","xxx14768","decoy",0.117648671924782,0.0795223837910405,0.137142857142857,0.123075663912973,-0.161428571428571,41.42225074936,67.3571428571429,0.000152936926311967,14768,119927,304.05884,1323,7
"xxx14768.Pput_Muck_5042_IMS_5ul_R3_12_40V_12Sep","xxx14768","decoy",0,0,0.2,0,-0.27,0,100,0.00615322212622193,14768,6125,304.05884,4694,3
"xxx14769.Pput_CJ019_WT_IMS_5ul_R1_01_20V_redo_12Sep","xxx14769","decoy",0.388402616354614,0.191702895126808,0.14,0.255636460623284,-0.19,42.5661602684574,55.74,0.000492000894617776,14769,367684,304.05884,13208,5
"xxx14769.Pput_CJ019_WT_IMS_5ul_R2_02_20V_redo_12Sep","xxx14769","decoy",0.467862545238941,0.121983605455815,0.0640000000000001,0.137586336530922,-0.064,40.3371045068929,34.78,1.70322983304322e-05,14769,392744,304.05884,11736,5
"xxx14769.Pput_Muck_1642_IMS_5ul_R3_06_20V_redo_12Sep","xxx14769","decoy",0.38550974216039,0.11979148550711,0.1,0.168017856193918,-0.126,42.5671587024551,56.04,1.09638178668747e-05,14769,329137,304.05884,9780,5
"xxx14769.Pput_Muck_2224_IMS_5ul_R2_08_20V_redo_12Sep","xxx14769","decoy",0.22856897421774,0.160890379717727,0.16,0.188447605450428,-0.18375,43.2384088513904,62.05,0.000346278841261871,14769,252308,304.05884,8490,8
"xxx14769.Pput_Muck_2224_IMS_5ul_R3_09_20V_redo_12Sep","xxx14769","decoy",0.455243603411597,0.145012314747995,0.125714285714286,0.208463768691691,-0.177142857142857,45.0900369102913,54.9857142857143,6.00560231143749e-05,14769,206825,304.05884,1426,7
