Peptide,Protein,Replicate,Precursor Mz,Precursor Charge,Product Mz,Product Charge,Fragment Ion,Retention Time,Ion Mobility MS1,Ion Mobility Fragment,Collisional Cross Section,Area,Total Area,Height,Background,Mass Error PPM,Fwhm,Explicit Ion Mobility High Energy Offset,Explicit Retention Time
18_fructose 6-phosphate (F6P),Standards,Muck_1642_IMS_5ul_R2_05_40V,259.022443,-1,78.95762,-1,78,2.91,17.7,17.48,144.3,807750,3376719,88274,544823,19.8,0.14,-0.234453466,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_1642_IMS_5ul_R3_06_20V_redo,259.022443,-1,78.95762,-1,78,2.91,17.7,17.48,144.3,259989,3881183,26522,246913,20.7,0.14,-0.234453466,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_1642_IMS_5ul_R3_06_40V,259.022443,-1,78.95762,-1,78,2.91,17.7,17.48,144.3,810564,3571780,79573,573267,20.2,0.15,-0.234453466,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_2224_IMS_5ul_R1_07_20V_redo,259.022443,-1,78.95762,-1,78,2.91,17.7,17.48,144.3,344554,4157529,31347,162920,21.4,0.15,-0.234453466,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_2224_IMS_5ul_R1_07_40V,259.022443,-1,78.95762,-1,78,2.91,17.7,17.48,144.3,825004,3477541,85585,624331,20.7,0.15,-0.234453466,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_2224_IMS_5ul_R2_08_20V_redo,259.022443,-1,78.95762,-1,78,2.91,17.7,17.48,144.3,374446,4679218,31882,190810,21.9,0.16,-0.234453466,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_2224_IMS_5ul_R2_08_40V,259.022443,-1,78.95762,-1,78,2.91,17.7,17.48,144.3,1042656,4229739,108203,533077,20.5,0.14,-0.234453466,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_2224_IMS_5ul_R3_09_20V_redo,259.022443,-1,78.95762,-1,78,2.91,17.7,17.48,144.3,339758,4339415,31495,166118,19.9,0.15,-0.234453466,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_2224_IMS_5ul_R3_09_40V,259.022443,-1,78.95762,-1,78,2.91,17.7,17.48,144.3,767672,3421835,82756,579086,20.2,0.14,-0.234453466,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_5042_IMS_5ul_R1_10_20V_redo,259.022443,-1,78.95762,-1,78,2.91,17.7,17.48,144.3,281012,4703373,29231,256239,19.8,0.15,-0.234453466,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_5042_IMS_5ul_R1_10_40V,259.022443,-1,78.95762,-1,78,2.91,17.7,17.48,144.3,996805,4271166,95780,701392,21.8,0.15,-0.234453466,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_5042_IMS_5ul_R2_11_20V_redo,259.022443,-1,78.95762,-1,78,2.91,17.7,17.48,144.3,288260,4411950,26448,227038,22.3,0.16,-0.234453466,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_5042_IMS_5ul_R2_11_40V,259.022443,-1,78.95762,-1,78,2.92,17.7,17.48,144.3,873693,3725972,81050,477479,19.5,0.15,-0.234453466,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_5042_IMS_5ul_R3_12_20V_redo,259.022443,-1,78.95762,-1,78,2.92,17.7,17.48,144.3,273072,4310498,29313,230962,20.6,0.14,-0.234453466,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_5042_IMS_5ul_R3_12_40V,259.022443,-1,78.95762,-1,78,2.92,17.7,17.48,144.3,1005387,4011438,79390,548180,20.4,0.16,-0.234453466,3.2
18_fructose 6-phosphate (F6P),Standards,CJ019_WT_IMS_5ul_R1_01_20V_redo,259.022443,-1,87.00691,-1,87,2.83,17.7,17.48,144.3,1956,8987626,253,0,15.8,0.11,-0.225130772,3.2
18_fructose 6-phosphate (F6P),Standards,CJ019_WT_IMS_5ul_R1_01_40V,259.022443,-1,87.00691,-1,87,3.23,17.7,17.48,144.3,2490,7662189,297,0,28.8,0.11,-0.225130772,3.2
18_fructose 6-phosphate (F6P),Standards,CJ019_WT_IMS_5ul_R2_02_20V_redo,259.022443,-1,87.00691,-1,87,3.15,17.7,17.48,144.3,2596,9409282,392,0,6.4,0.1,-0.225130772,3.2
18_fructose 6-phosphate (F6P),Standards,CJ019_WT_IMS_5ul_R2_02_40V,259.022443,-1,87.00691,-1,87,2.6,17.7,17.48,144.3,0,8329916,0,0,#N/A,0.74,-0.225130772,3.2
18_fructose 6-phosphate (F6P),Standards,CJ019_WT_IMS_5ul_R3_03_20V_redo,259.022443,-1,87.00691,-1,87,2.76,17.7,17.48,144.3,2323,8333584,331,482,-1.9,0.11,-0.225130772,3.2
18_fructose 6-phosphate (F6P),Standards,CJ019_WT_IMS_5ul_R3_03_40V,259.022443,-1,87.00691,-1,87,3.27,17.7,17.48,144.3,2877,7285533,228,0,20.9,0.7,-0.225130772,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_1642_IMS_5ul_R2_05_20V_redo,259.022443,-1,87.00691,-1,87,3.03,17.7,17.48,144.3,3743,4049068,419,0,20.1,0.13,-0.225130772,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_1642_IMS_5ul_R2_05_40V,259.022443,-1,87.00691,-1,87,2.87,17.7,17.48,144.3,1921,3376719,162,0,14.6,0.12,-0.225130772,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_1642_IMS_5ul_R3_06_20V_redo,259.022443,-1,87.00691,-1,87,3.23,17.7,17.48,144.3,1246,3881183,94,0,25.6,0.17,-0.225130772,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_1642_IMS_5ul_R3_06_40V,259.022443,-1,87.00691,-1,87,2.95,17.7,17.48,144.3,2015,3571780,333,0,2.3,0.11,-0.225130772,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_2224_IMS_5ul_R1_07_20V_redo,259.022443,-1,87.00691,-1,87,3.03,17.7,17.48,144.3,3169,4157529,247,0,8,0.1,-0.225130772,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_2224_IMS_5ul_R1_07_40V,259.022443,-1,87.00691,-1,87,2.95,17.7,17.48,144.3,1264,3477541,179,0,0.3,0.12,-0.225130772,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_2224_IMS_5ul_R2_08_20V_redo,259.022443,-1,87.00691,-1,87,2.99,17.7,17.48,144.3,4895,4679218,392,5204,25.3,0.08,-0.225130772,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_2224_IMS_5ul_R2_08_40V,259.022443,-1,87.00691,-1,87,3.22,17.7,17.48,144.3,64,4229739,18,0,2.2,0.06,-0.225130772,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_2224_IMS_5ul_R3_09_20V_redo,259.022443,-1,87.00691,-1,87,2.79,17.7,17.48,144.3,1835,4339415,302,918,12.9,0.08,-0.225130772,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_2224_IMS_5ul_R3_09_40V,259.022443,-1,87.00691,-1,87,3.06,17.7,17.48,144.3,502,3421835,56,0,16.1,0.12,-0.225130772,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_5042_IMS_5ul_R1_10_20V_redo,259.022443,-1,87.00691,-1,87,3.18,17.7,17.48,144.3,1895,4703373,301,435,24.4,0.1,-0.225130772,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_5042_IMS_5ul_R1_10_40V,259.022443,-1,87.00691,-1,87,2.98,17.7,17.48,144.3,530,4271166,75,0,5.4,0.12,-0.225130772,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_5042_IMS_5ul_R2_11_20V_redo,259.022443,-1,87.00691,-1,87,2.76,17.7,17.48,144.3,1026,4411950,147,0,7.4,0.02,-0.225130772,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_5042_IMS_5ul_R2_11_40V,259.022443,-1,87.00691,-1,87,2.76,17.7,17.48,144.3,0,3725972,0,0,#N/A,0.55,-0.225130772,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_5042_IMS_5ul_R3_12_20V_redo,259.022443,-1,87.00691,-1,87,2.76,17.7,17.48,144.3,453,4310498,173,348,11.2,0.04,-0.225130772,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_5042_IMS_5ul_R3_12_40V,259.022443,-1,87.00691,-1,87,3.31,17.7,17.48,144.3,269,4011438,63,0,6.9,0.07,-0.225130772,3.2
18_fructose 6-phosphate (F6P),Standards,CJ019_WT_IMS_5ul_R1_01_20V_redo,259.022443,-1,96.96976,-1,96,2.95,17.7,17.48,144.3,4150459,8987626,242561,336607,8.9,0.21,-0.213591791,3.2
18_fructose 6-phosphate (F6P),Standards,CJ019_WT_IMS_5ul_R1_01_40V,259.022443,-1,96.96976,-1,96,2.92,17.7,17.48,144.3,920181,7662189,57626,503830,5.8,0.19,-0.213591791,3.2
18_fructose 6-phosphate (F6P),Standards,CJ019_WT_IMS_5ul_R2_02_20V_redo,259.022443,-1,96.96976,-1,96,2.92,17.7,17.48,144.3,3819556,9409282,223191,621826,7.3,0.23,-0.213591791,3.2
18_fructose 6-phosphate (F6P),Standards,CJ019_WT_IMS_5ul_R2_02_40V,259.022443,-1,96.96976,-1,96,2.95,17.7,17.48,144.3,897432,8329916,50131,571284,6,0.23,-0.213591791,3.2
18_fructose 6-phosphate (F6P),Standards,CJ019_WT_IMS_5ul_R3_03_20V_redo,259.022443,-1,96.96976,-1,96,2.95,17.7,17.48,144.3,3438049,8333584,195826,543287,7.8,0.23,-0.213591791,3.2
18_fructose 6-phosphate (F6P),Standards,CJ019_WT_IMS_5ul_R3_03_40V,259.022443,-1,96.96976,-1,96,2.95,17.7,17.48,144.3,883856,7285533,53399,498998,6.3,0.2,-0.213591791,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_1642_IMS_5ul_R2_05_20V_redo,259.022443,-1,96.96976,-1,96,2.91,17.7,17.48,144.3,1199219,4049068,114741,270686,5.6,0.15,-0.213591791,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_1642_IMS_5ul_R2_05_40V,259.022443,-1,96.96976,-1,96,2.91,17.7,17.48,144.3,271344,3376719,29902,229867,4.8,0.14,-0.213591791,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_1642_IMS_5ul_R3_06_20V_redo,259.022443,-1,96.96976,-1,96,2.87,17.7,17.48,144.3,1065557,3881183,107454,463663,6.8,0.15,-0.213591791,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_1642_IMS_5ul_R3_06_40V,259.022443,-1,96.96976,-1,96,2.91,17.7,17.48,144.3,267994,3571780,30666,284541,6.1,0.14,-0.213591791,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_2224_IMS_5ul_R1_07_20V_redo,259.022443,-1,96.96976,-1,96,2.91,17.7,17.48,144.3,1220032,4157529,110879,283630,6.7,0.15,-0.213591791,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_2224_IMS_5ul_R1_07_40V,259.022443,-1,96.96976,-1,96,2.91,17.7,17.48,144.3,204853,3477541,24412,286318,5.5,0.13,-0.213591791,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_2224_IMS_5ul_R2_08_20V_redo,259.022443,-1,96.96976,-1,96,2.91,17.7,17.48,144.3,1440964,4679218,129052,248750,7.3,0.16,-0.213591791,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_2224_IMS_5ul_R2_08_40V,259.022443,-1,96.96976,-1,96,2.91,17.7,17.48,144.3,354904,4229739,37251,207514,5,0.14,-0.213591791,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_2224_IMS_5ul_R3_09_20V_redo,259.022443,-1,96.96976,-1,96,2.91,17.7,17.48,144.3,1220042,4339415,106854,298484,5.6,0.15,-0.213591791,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_2224_IMS_5ul_R3_09_40V,259.022443,-1,96.96976,-1,96,2.91,17.7,17.48,144.3,254898,3421835,27619,226354,6.9,0.14,-0.213591791,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_5042_IMS_5ul_R1_10_20V_redo,259.022443,-1,96.96976,-1,96,2.91,17.7,17.48,144.3,1437265,4703373,122022,234770,6.3,0.15,-0.213591791,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_5042_IMS_5ul_R1_10_40V,259.022443,-1,96.96976,-1,96,2.91,17.7,17.48,144.3,320651,4271166,35391,318757,7.2,0.14,-0.213591791,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_5042_IMS_5ul_R2_11_20V_redo,259.022443,-1,96.96976,-1,96,2.91,17.7,17.48,144.3,1309317,4411950,100533,276648,8.1,0.17,-0.213591791,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_5042_IMS_5ul_R2_11_40V,259.022443,-1,96.96976,-1,96,2.92,17.7,17.48,144.3,342260,3725972,27836,120957,3.5,0.15,-0.213591791,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_5042_IMS_5ul_R3_12_20V_redo,259.022443,-1,96.96976,-1,96,2.92,17.7,17.48,144.3,1244096,4310498,104892,253827,6.4,0.16,-0.213591791,3.2
18_fructose 6-phosphate (F6P),Standards,Muck_5042_IMS_5ul_R3_12_40V,259.022443,-1,96.96976,-1,96,2.92,17.7,17.48,144.3,314789,4011438,30008,277022,5.5,0.15,-0.213591791,3.2
"19_fructose 1,6-diphosphate (F16DP)",Standards,CJ019_WT_IMS_5ul_R1_01_20V_redo,338.988774,-1,338.988774,-1,precursor,4.91,19.23,18.98,155,10633347,18068562,1022434,5553,16,0.14,-0.033899828,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,CJ019_WT_IMS_5ul_R1_01_40V,338.988774,-1,338.988774,-1,precursor,4.92,19.23,18.98,155,10288913,16246914,992350,0,16.7,0.14,-0.033899828,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,CJ019_WT_IMS_5ul_R2_02_20V_redo,338.988774,-1,338.988774,-1,precursor,4.91,19.23,18.98,155,10878206,19734644,1007207,7443,15.6,0.14,-0.033899828,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,CJ019_WT_IMS_5ul_R2_02_40V,338.988774,-1,338.988774,-1,precursor,4.91,19.23,18.98,155,12156859,19857584,1036456,0,15.6,0.15,-0.033899828,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,CJ019_WT_IMS_5ul_R3_03_20V_redo,338.988774,-1,338.988774,-1,precursor,4.91,19.23,18.98,155,10051604,18178388,967351,0,16.2,0.14,-0.033899828,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,CJ019_WT_IMS_5ul_R3_03_40V,338.988774,-1,338.988774,-1,precursor,4.91,19.23,18.98,155,9710387,16569089,925372,8802,16.4,0.14,-0.033899828,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_1642_IMS_5ul_R2_05_20V_redo,338.988774,-1,338.988774,-1,precursor,4.95,19.23,18.98,155,702622,1374466,80611,5962,12.6,0.13,-0.033899828,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_1642_IMS_5ul_R2_05_40V,338.988774,-1,338.988774,-1,precursor,4.95,19.23,18.98,155,604964,888610,59786,0,11.1,0.14,-0.033899828,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_1642_IMS_5ul_R3_06_20V_redo,338.988774,-1,338.988774,-1,precursor,4.95,19.23,18.98,155,674328,1608391,72784,0,12.2,0.13,-0.033899828,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_1642_IMS_5ul_R3_06_40V,338.988774,-1,338.988774,-1,precursor,4.95,19.23,18.98,155,920299,1780006,110386,1433,11.9,0.14,-0.033899828,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_2224_IMS_5ul_R1_07_20V_redo,338.988774,-1,338.988774,-1,precursor,4.95,19.23,18.98,155,678124,1424334,75520,6508,13.1,0.14,-0.033899828,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_2224_IMS_5ul_R1_07_40V,338.988774,-1,338.988774,-1,precursor,4.95,19.23,18.98,155,1072192,1658052,107367,23761,10.2,0.14,-0.033899828,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_2224_IMS_5ul_R2_08_20V_redo,338.988774,-1,338.988774,-1,precursor,4.95,19.23,18.98,155,639809,1501932,66513,0,12.2,0.14,-0.033899828,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_2224_IMS_5ul_R2_08_40V,338.988774,-1,338.988774,-1,precursor,4.95,19.23,18.98,155,549709,964472,63754,0,9.7,0.14,-0.033899828,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_2224_IMS_5ul_R3_09_20V_redo,338.988774,-1,338.988774,-1,precursor,4.94,19.23,18.98,155,1152208,2135239,120070,5489,12.1,0.14,-0.033899828,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_2224_IMS_5ul_R3_09_40V,338.988774,-1,338.988774,-1,precursor,4.95,19.23,18.98,155,819672,1356357,76269,7236,11,0.14,-0.033899828,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_5042_IMS_5ul_R1_10_20V_redo,338.988774,-1,338.988774,-1,precursor,4.94,19.23,18.98,155,1094521,2361586,96248,11137,10.6,0.14,-0.033899828,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_5042_IMS_5ul_R1_10_40V,338.988774,-1,338.988774,-1,precursor,4.94,19.23,18.98,155,559119,948571,57932,261,10.3,0.15,-0.033899828,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_5042_IMS_5ul_R2_11_20V_redo,338.988774,-1,338.988774,-1,precursor,4.95,19.23,18.98,155,504109,1192250,57560,5904,12.1,0.14,-0.033899828,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_5042_IMS_5ul_R2_11_40V,338.988774,-1,338.988774,-1,precursor,4.95,19.23,18.98,155,432847,867840,46946,279,11.2,0.14,-0.033899828,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_5042_IMS_5ul_R3_12_20V_redo,338.988774,-1,338.988774,-1,precursor,4.95,19.23,18.98,155,912674,2284620,81560,12541,10.6,0.15,-0.033899828,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_5042_IMS_5ul_R3_12_40V,338.988774,-1,338.988774,-1,precursor,4.96,19.23,18.98,155,464265,897195,45289,0,10.8,0.15,-0.033899828,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,CJ019_WT_IMS_5ul_R1_01_20V_redo,338.988774,-1,158.92531,-1,158,4.91,19.23,18.98,155,249187,18068562,32118,35992,10.9,0.13,-0.193252353,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,CJ019_WT_IMS_5ul_R1_01_40V,338.988774,-1,158.92531,-1,158,4.92,19.23,18.98,155,311712,16246914,35185,56184,9.9,0.13,-0.193252353,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,CJ019_WT_IMS_5ul_R2_02_20V_redo,338.988774,-1,158.92531,-1,158,4.91,19.23,18.98,155,360291,19734644,39208,20266,9,0.14,-0.193252353,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,CJ019_WT_IMS_5ul_R2_02_40V,338.988774,-1,158.92531,-1,158,4.91,19.23,18.98,155,460035,19857584,44192,0,10.3,0.13,-0.193252353,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,CJ019_WT_IMS_5ul_R3_03_20V_redo,338.988774,-1,158.92531,-1,158,4.91,19.23,18.98,155,316353,18178388,34210,24439,9.1,0.13,-0.193252353,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,CJ019_WT_IMS_5ul_R3_03_40V,338.988774,-1,158.92531,-1,158,4.91,19.23,18.98,155,429626,16569089,45050,40982,10.5,0.13,-0.193252353,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_1642_IMS_5ul_R2_05_20V_redo,338.988774,-1,158.92531,-1,158,4.95,19.23,18.98,155,24997,1374466,2610,107,9.4,0.13,-0.193252353,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_1642_IMS_5ul_R2_05_40V,338.988774,-1,158.92531,-1,158,4.76,19.23,18.98,155,49535,888610,3688,3479,9.2,0.27,-0.193252353,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_1642_IMS_5ul_R3_06_20V_redo,338.988774,-1,158.92531,-1,158,4.76,19.23,18.98,155,21182,1608391,2338,7146,7.8,0.05,-0.193252353,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_1642_IMS_5ul_R3_06_40V,338.988774,-1,158.92531,-1,158,4.75,19.23,18.98,155,96038,1780006,6632,320,10.9,0.13,-0.193252353,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_2224_IMS_5ul_R1_07_20V_redo,338.988774,-1,158.92531,-1,158,4.91,19.23,18.98,155,20929,1424334,2491,12180,9.5,0.12,-0.193252353,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_2224_IMS_5ul_R1_07_40V,338.988774,-1,158.92531,-1,158,4.91,19.23,18.98,155,72016,1658052,5582,6433,7,0.16,-0.193252353,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_2224_IMS_5ul_R2_08_20V_redo,338.988774,-1,158.92531,-1,158,4.91,19.23,18.98,155,11381,1501932,1005,0,2.6,0.12,-0.193252353,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_2224_IMS_5ul_R2_08_40V,338.988774,-1,158.92531,-1,158,4.75,19.23,18.98,155,65103,964472,6652,387,8,0.07,-0.193252353,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_2224_IMS_5ul_R3_09_20V_redo,338.988774,-1,158.92531,-1,158,4.94,19.23,18.98,155,26023,2135239,2581,697,6.4,0.12,-0.193252353,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_2224_IMS_5ul_R3_09_40V,338.988774,-1,158.92531,-1,158,4.75,19.23,18.98,155,65604,1356357,5655,8037,8.8,0.06,-0.193252353,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_5042_IMS_5ul_R1_10_20V_redo,338.988774,-1,158.92531,-1,158,4.94,19.23,18.98,155,33769,2361586,2756,0,1.8,0.14,-0.193252353,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_5042_IMS_5ul_R1_10_40V,338.988774,-1,158.92531,-1,158,4.75,19.23,18.98,155,73704,948571,8529,1692,9.9,0.07,-0.193252353,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_5042_IMS_5ul_R2_11_20V_redo,338.988774,-1,158.92531,-1,158,4.91,19.23,18.98,155,19455,1192250,2019,0,9.5,0.12,-0.193252353,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_5042_IMS_5ul_R2_11_40V,338.988774,-1,158.92531,-1,158,4.76,19.23,18.98,155,54993,867840,4854,10972,8.3,0.1,-0.193252353,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_5042_IMS_5ul_R3_12_20V_redo,338.988774,-1,158.92531,-1,158,4.92,19.23,18.98,155,35804,2284620,3613,1197,5.6,0.12,-0.193252353,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_5042_IMS_5ul_R3_12_40V,338.988774,-1,158.92531,-1,158,4.96,19.23,18.98,155,72115,897195,5297,8563,8.1,0.15,-0.193252353,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,CJ019_WT_IMS_5ul_R1_01_20V_redo,338.988774,-1,168.98999,-1,168ref,4.91,19.23,18.98,155,92303,18068562,10265,0,18.1,0.14,-0.184346341,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,CJ019_WT_IMS_5ul_R1_01_40V,338.988774,-1,168.98999,-1,168ref,4.76,19.23,18.98,155,0,16246914,0,0,#N/A,0.71,-0.184346341,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,CJ019_WT_IMS_5ul_R2_02_20V_redo,338.988774,-1,168.98999,-1,168ref,4.91,19.23,18.98,155,122069,19734644,14394,0,17.7,0.13,-0.184346341,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,CJ019_WT_IMS_5ul_R2_02_40V,338.988774,-1,168.98999,-1,168ref,4.63,19.23,18.98,155,0,19857584,0,0,#N/A,1.45,-0.184346341,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,CJ019_WT_IMS_5ul_R3_03_20V_redo,338.988774,-1,168.98999,-1,168ref,4.91,19.23,18.98,155,104472,18178388,10625,0,16.3,0.14,-0.184346341,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,CJ019_WT_IMS_5ul_R3_03_40V,338.988774,-1,168.98999,-1,168ref,4.72,19.23,18.98,155,0,16569089,0,0,#N/A,0.78,-0.184346341,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_1642_IMS_5ul_R2_05_20V_redo,338.988774,-1,168.98999,-1,168ref,4.95,19.23,18.98,155,1565,1374466,268,0,-5.9,0.11,-0.184346341,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_1642_IMS_5ul_R2_05_40V,338.988774,-1,168.98999,-1,168ref,4.72,19.23,18.98,155,0,888610,0,0,#N/A,0.47,-0.184346341,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_1642_IMS_5ul_R3_06_20V_redo,338.988774,-1,168.98999,-1,168ref,4.95,19.23,18.98,155,3379,1608391,470,0,-7.2,0.12,-0.184346341,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_1642_IMS_5ul_R3_06_40V,338.988774,-1,168.98999,-1,168ref,4.56,19.23,18.98,155,0,1780006,0,0,#N/A,0.51,-0.184346341,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_2224_IMS_5ul_R1_07_20V_redo,338.988774,-1,168.98999,-1,168ref,4.75,19.23,18.98,155,0,1424334,0,0,#N/A,0.39,-0.184346341,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_2224_IMS_5ul_R1_07_40V,338.988774,-1,168.98999,-1,168ref,4.75,19.23,18.98,155,0,1658052,0,0,#N/A,0.47,-0.184346341,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_2224_IMS_5ul_R2_08_20V_redo,338.988774,-1,168.98999,-1,168ref,4.95,19.23,18.98,155,1845,1501932,256,0,5.4,0.11,-0.184346341,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_2224_IMS_5ul_R2_08_40V,338.988774,-1,168.98999,-1,168ref,4.75,19.23,18.98,155,0,964472,0,0,#N/A,0.35,-0.184346341,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_2224_IMS_5ul_R3_09_20V_redo,338.988774,-1,168.98999,-1,168ref,4.98,19.23,18.98,155,6733,2135239,770,0,8.8,0.13,-0.184346341,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_2224_IMS_5ul_R3_09_40V,338.988774,-1,168.98999,-1,168ref,4.75,19.23,18.98,155,0,1356357,0,0,#N/A,0.59,-0.184346341,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_5042_IMS_5ul_R1_10_20V_redo,338.988774,-1,168.98999,-1,168ref,4.94,19.23,18.98,155,2455,2361586,252,0,1,0.11,-0.184346341,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_5042_IMS_5ul_R1_10_40V,338.988774,-1,168.98999,-1,168ref,4.75,19.23,18.98,155,0,948571,0,0,#N/A,0.39,-0.184346341,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_5042_IMS_5ul_R2_11_20V_redo,338.988774,-1,168.98999,-1,168ref,4.76,19.23,18.98,155,0,1192250,0,0,#N/A,0.35,-0.184346341,5
"19_fructose 1,6-diphosphate (F16DP)",Standards,Muck_5042_IMS_5ul_R2_11_40V,338.988774,-1,168.98999,-1,168ref,4.72,19.23,18.98,155,0,867840,0,0,#N/A,0.47,-0.184346341,5
