"PrecursorName","Replicate","Total.Area"
"20_6-phosphogluconic acid (6PG)","Muck_5042_IMS_5ul_R2_11_20V_redo",1051512
"20_6-phosphogluconic acid (6PG)","Muck_5042_IMS_5ul_R2_11_40V",1110196
"20_6-phosphogluconic acid (6PG)","Muck_5042_IMS_5ul_R3_12_20V_redo",1044955
"20_6-phosphogluconic acid (6PG)","Muck_5042_IMS_5ul_R3_12_40V",910293
"21_3-phosphoglyceric acid (3PG)","CJ019_WT_IMS_5ul_R1_01_20V_redo",488457
"21_3-phosphoglyceric acid (3PG)","CJ019_WT_IMS_5ul_R1_01_40V",237459
"21_3-phosphoglyceric acid (3PG)","CJ019_WT_IMS_5ul_R2_02_20V_redo",428758
"21_3-phosphoglyceric acid (3PG)","CJ019_WT_IMS_5ul_R2_02_40V",219629
"21_3-phosphoglyceric acid (3PG)","CJ019_WT_IMS_5ul_R3_03_20V_redo",541867
"21_3-phosphoglyceric acid (3PG)","CJ019_WT_IMS_5ul_R3_03_40V",310158
"21_3-phosphoglyceric acid (3PG)","Muck_1642_IMS_5ul_R2_05_20V_redo",336342
"21_3-phosphoglyceric acid (3PG)","Muck_1642_IMS_5ul_R2_05_40V",189303
"21_3-phosphoglyceric acid (3PG)","Muck_1642_IMS_5ul_R3_06_20V_redo",339824
"21_3-phosphoglyceric acid (3PG)","Muck_1642_IMS_5ul_R3_06_40V",164472
"21_3-phosphoglyceric acid (3PG)","Muck_2224_IMS_5ul_R1_07_20V_redo",410135
"21_3-phosphoglyceric acid (3PG)","Muck_2224_IMS_5ul_R1_07_40V",274942
"21_3-phosphoglyceric acid (3PG)","Muck_2224_IMS_5ul_R2_08_20V_redo",343247
"21_3-phosphoglyceric acid (3PG)","Muck_2224_IMS_5ul_R2_08_40V",154413
"21_3-phosphoglyceric acid (3PG)","Muck_2224_IMS_5ul_R3_09_20V_redo",269712
"21_3-phosphoglyceric acid (3PG)","Muck_2224_IMS_5ul_R3_09_40V",199388
"21_3-phosphoglyceric acid (3PG)","Muck_5042_IMS_5ul_R1_10_20V_redo",216153
"21_3-phosphoglyceric acid (3PG)","Muck_5042_IMS_5ul_R1_10_40V",161952
"21_3-phosphoglyceric acid (3PG)","Muck_5042_IMS_5ul_R2_11_20V_redo",171655
"21_3-phosphoglyceric acid (3PG)","Muck_5042_IMS_5ul_R2_11_40V",166099
"21_3-phosphoglyceric acid (3PG)","Muck_5042_IMS_5ul_R3_12_20V_redo",139730
"21_3-phosphoglyceric acid (3PG)","Muck_5042_IMS_5ul_R3_12_40V",185453
"23_protocatechuic acid","CJ019_WT_IMS_5ul_R1_01_20V_redo",10519
"23_protocatechuic acid","CJ019_WT_IMS_5ul_R1_01_40V",2568
"23_protocatechuic acid","CJ019_WT_IMS_5ul_R2_02_20V_redo",19778
"23_protocatechuic acid","CJ019_WT_IMS_5ul_R2_02_40V",20523
"23_protocatechuic acid","CJ019_WT_IMS_5ul_R3_03_20V_redo",24600
"23_protocatechuic acid","CJ019_WT_IMS_5ul_R3_03_40V",23753
"23_protocatechuic acid","Muck_1642_IMS_5ul_R2_05_20V_redo",37806
"23_protocatechuic acid","Muck_1642_IMS_5ul_R2_05_40V",21391
"23_protocatechuic acid","Muck_1642_IMS_5ul_R3_06_20V_redo",18941
"23_protocatechuic acid","Muck_1642_IMS_5ul_R3_06_40V",4776
"23_protocatechuic acid","Muck_2224_IMS_5ul_R1_07_20V_redo",26127
"23_protocatechuic acid","Muck_2224_IMS_5ul_R1_07_40V",13037
"23_protocatechuic acid","Muck_2224_IMS_5ul_R2_08_20V_redo",30177
"23_protocatechuic acid","Muck_2224_IMS_5ul_R2_08_40V",11740
"23_protocatechuic acid","Muck_2224_IMS_5ul_R3_09_20V_redo",21403
"23_protocatechuic acid","Muck_2224_IMS_5ul_R3_09_40V",8854
"23_protocatechuic acid","Muck_5042_IMS_5ul_R1_10_20V_redo",19278
"23_protocatechuic acid","Muck_5042_IMS_5ul_R1_10_40V",3702
"23_protocatechuic acid","Muck_5042_IMS_5ul_R2_11_20V_redo",9608
"23_protocatechuic acid","Muck_5042_IMS_5ul_R2_11_40V",1211
"23_protocatechuic acid","Muck_5042_IMS_5ul_R3_12_20V_redo",4776
"23_protocatechuic acid","Muck_5042_IMS_5ul_R3_12_40V",2710
"29_isopentenyl diphosphate (IPP)","CJ019_WT_IMS_5ul_R1_01_20V_redo",348266
"29_isopentenyl diphosphate (IPP)","CJ019_WT_IMS_5ul_R1_01_40V",586078
"29_isopentenyl diphosphate (IPP)","CJ019_WT_IMS_5ul_R2_02_20V_redo",364389
"29_isopentenyl diphosphate (IPP)","CJ019_WT_IMS_5ul_R2_02_40V",679229
"29_isopentenyl diphosphate (IPP)","CJ019_WT_IMS_5ul_R3_03_20V_redo",283940
"29_isopentenyl diphosphate (IPP)","CJ019_WT_IMS_5ul_R3_03_40V",612223
"29_isopentenyl diphosphate (IPP)","Muck_1642_IMS_5ul_R2_05_20V_redo",170370
"29_isopentenyl diphosphate (IPP)","Muck_1642_IMS_5ul_R2_05_40V",944290
"29_isopentenyl diphosphate (IPP)","Muck_1642_IMS_5ul_R3_06_20V_redo",397049
"29_isopentenyl diphosphate (IPP)","Muck_1642_IMS_5ul_R3_06_40V",799502
"29_isopentenyl diphosphate (IPP)","Muck_2224_IMS_5ul_R1_07_20V_redo",498519
"29_isopentenyl diphosphate (IPP)","Muck_2224_IMS_5ul_R1_07_40V",1026060
"29_isopentenyl diphosphate (IPP)","Muck_2224_IMS_5ul_R2_08_20V_redo",481195
"29_isopentenyl diphosphate (IPP)","Muck_2224_IMS_5ul_R2_08_40V",1005673
"29_isopentenyl diphosphate (IPP)","Muck_2224_IMS_5ul_R3_09_20V_redo",169132
"29_isopentenyl diphosphate (IPP)","Muck_2224_IMS_5ul_R3_09_40V",935663
"29_isopentenyl diphosphate (IPP)","Muck_5042_IMS_5ul_R1_10_20V_redo",244986
"29_isopentenyl diphosphate (IPP)","Muck_5042_IMS_5ul_R1_10_40V",492700
"29_isopentenyl diphosphate (IPP)","Muck_5042_IMS_5ul_R2_11_20V_redo",223227
"29_isopentenyl diphosphate (IPP)","Muck_5042_IMS_5ul_R2_11_40V",411842
"29_isopentenyl diphosphate (IPP)","Muck_5042_IMS_5ul_R3_12_20V_redo",182186
"29_isopentenyl diphosphate (IPP)","Muck_5042_IMS_5ul_R3_12_40V",376841
"31_geranyl diphopshate (GPP)","CJ019_WT_IMS_5ul_R1_01_20V_redo",180637
"31_geranyl diphopshate (GPP)","CJ019_WT_IMS_5ul_R1_01_40V",329277
"31_geranyl diphopshate (GPP)","CJ019_WT_IMS_5ul_R2_02_20V_redo",158325
"31_geranyl diphopshate (GPP)","CJ019_WT_IMS_5ul_R2_02_40V",301316
"31_geranyl diphopshate (GPP)","CJ019_WT_IMS_5ul_R3_03_20V_redo",177344
"31_geranyl diphopshate (GPP)","CJ019_WT_IMS_5ul_R3_03_40V",289647
"31_geranyl diphopshate (GPP)","Muck_1642_IMS_5ul_R2_05_20V_redo",89566
"31_geranyl diphopshate (GPP)","Muck_1642_IMS_5ul_R2_05_40V",223358
"31_geranyl diphopshate (GPP)","Muck_1642_IMS_5ul_R3_06_20V_redo",133067
"31_geranyl diphopshate (GPP)","Muck_1642_IMS_5ul_R3_06_40V",107801
"31_geranyl diphopshate (GPP)","Muck_2224_IMS_5ul_R1_07_20V_redo",137868
"31_geranyl diphopshate (GPP)","Muck_2224_IMS_5ul_R1_07_40V",226981
"31_geranyl diphopshate (GPP)","Muck_2224_IMS_5ul_R2_08_20V_redo",105823
"31_geranyl diphopshate (GPP)","Muck_2224_IMS_5ul_R2_08_40V",193594
"31_geranyl diphopshate (GPP)","Muck_2224_IMS_5ul_R3_09_20V_redo",155240
"31_geranyl diphopshate (GPP)","Muck_2224_IMS_5ul_R3_09_40V",236740
"31_geranyl diphopshate (GPP)","Muck_5042_IMS_5ul_R1_10_20V_redo",114776
"31_geranyl diphopshate (GPP)","Muck_5042_IMS_5ul_R1_10_40V",202597
"31_geranyl diphopshate (GPP)","Muck_5042_IMS_5ul_R2_11_20V_redo",188243
"31_geranyl diphopshate (GPP)","Muck_5042_IMS_5ul_R2_11_40V",265528
"31_geranyl diphopshate (GPP)","Muck_5042_IMS_5ul_R3_12_20V_redo",98446
"31_geranyl diphopshate (GPP)","Muck_5042_IMS_5ul_R3_12_40V",176424
"35_gluconic acid","CJ019_WT_IMS_5ul_R1_01_20V_redo",112947
"35_gluconic acid","CJ019_WT_IMS_5ul_R1_01_40V",74326
"35_gluconic acid","CJ019_WT_IMS_5ul_R2_02_20V_redo",159154
"35_gluconic acid","CJ019_WT_IMS_5ul_R2_02_40V",106913
"35_gluconic acid","CJ019_WT_IMS_5ul_R3_03_20V_redo",96090
"35_gluconic acid","CJ019_WT_IMS_5ul_R3_03_40V",67074
"35_gluconic acid","Muck_1642_IMS_5ul_R2_05_20V_redo",9116
"35_gluconic acid","Muck_1642_IMS_5ul_R2_05_40V",0
"35_gluconic acid","Muck_1642_IMS_5ul_R3_06_20V_redo",7937
"35_gluconic acid","Muck_1642_IMS_5ul_R3_06_40V",5033
"35_gluconic acid","Muck_2224_IMS_5ul_R1_07_20V_redo",3010
"35_gluconic acid","Muck_2224_IMS_5ul_R1_07_40V",393
"35_gluconic acid","Muck_2224_IMS_5ul_R2_08_20V_redo",636
"35_gluconic acid","Muck_2224_IMS_5ul_R2_08_40V",1349
"35_gluconic acid","Muck_2224_IMS_5ul_R3_09_20V_redo",2709
"35_gluconic acid","Muck_2224_IMS_5ul_R3_09_40V",8229
"35_gluconic acid","Muck_5042_IMS_5ul_R1_10_20V_redo",393
"35_gluconic acid","Muck_5042_IMS_5ul_R1_10_40V",473
"35_gluconic acid","Muck_5042_IMS_5ul_R2_11_20V_redo",6957
"35_gluconic acid","Muck_5042_IMS_5ul_R2_11_40V",2241
"35_gluconic acid","Muck_5042_IMS_5ul_R3_12_20V_redo",6850
"35_gluconic acid","Muck_5042_IMS_5ul_R3_12_40V",1319
"36_2-ketogluconic acid","CJ019_WT_IMS_5ul_R1_01_20V_redo",4912
"36_2-ketogluconic acid","CJ019_WT_IMS_5ul_R1_01_40V",5941
"36_2-ketogluconic acid","CJ019_WT_IMS_5ul_R2_02_20V_redo",7193
"36_2-ketogluconic acid","CJ019_WT_IMS_5ul_R2_02_40V",13859
"36_2-ketogluconic acid","CJ019_WT_IMS_5ul_R3_03_20V_redo",2812
"36_2-ketogluconic acid","CJ019_WT_IMS_5ul_R3_03_40V",2653
"36_2-ketogluconic acid","Muck_1642_IMS_5ul_R2_05_20V_redo",0
"36_2-ketogluconic acid","Muck_1642_IMS_5ul_R2_05_40V",0
"36_2-ketogluconic acid","Muck_1642_IMS_5ul_R3_06_20V_redo",0
"36_2-ketogluconic acid","Muck_1642_IMS_5ul_R3_06_40V",118
"36_2-ketogluconic acid","Muck_2224_IMS_5ul_R1_07_20V_redo",0
"36_2-ketogluconic acid","Muck_2224_IMS_5ul_R1_07_40V",0
"36_2-ketogluconic acid","Muck_2224_IMS_5ul_R2_08_20V_redo",0
"36_2-ketogluconic acid","Muck_2224_IMS_5ul_R2_08_40V",57
"36_2-ketogluconic acid","Muck_2224_IMS_5ul_R3_09_20V_redo",0
"36_2-ketogluconic acid","Muck_2224_IMS_5ul_R3_09_40V",202
"36_2-ketogluconic acid","Muck_5042_IMS_5ul_R1_10_20V_redo",0
"36_2-ketogluconic acid","Muck_5042_IMS_5ul_R1_10_40V",0
"36_2-ketogluconic acid","Muck_5042_IMS_5ul_R2_11_20V_redo",0
"36_2-ketogluconic acid","Muck_5042_IMS_5ul_R2_11_40V",0
"36_2-ketogluconic acid","Muck_5042_IMS_5ul_R3_12_20V_redo",0
"36_2-ketogluconic acid","Muck_5042_IMS_5ul_R3_12_40V",0
"37_ribulose 5-phosphate","CJ019_WT_IMS_5ul_R1_01_20V_redo",1491535
"37_ribulose 5-phosphate","CJ019_WT_IMS_5ul_R1_01_40V",1410270
"37_ribulose 5-phosphate","CJ019_WT_IMS_5ul_R2_02_20V_redo",1433505
"37_ribulose 5-phosphate","CJ019_WT_IMS_5ul_R2_02_40V",1425177
"37_ribulose 5-phosphate","CJ019_WT_IMS_5ul_R3_03_20V_redo",1503054
"37_ribulose 5-phosphate","CJ019_WT_IMS_5ul_R3_03_40V",1358747
"37_ribulose 5-phosphate","Muck_1642_IMS_5ul_R2_05_20V_redo",759453
"37_ribulose 5-phosphate","Muck_1642_IMS_5ul_R2_05_40V",830379
"37_ribulose 5-phosphate","Muck_1642_IMS_5ul_R3_06_20V_redo",902062
"37_ribulose 5-phosphate","Muck_1642_IMS_5ul_R3_06_40V",857425
"37_ribulose 5-phosphate","Muck_2224_IMS_5ul_R1_07_20V_redo",821578
"37_ribulose 5-phosphate","Muck_2224_IMS_5ul_R1_07_40V",813031
"37_ribulose 5-phosphate","Muck_2224_IMS_5ul_R2_08_20V_redo",1030991
"37_ribulose 5-phosphate","Muck_2224_IMS_5ul_R2_08_40V",814401
"37_ribulose 5-phosphate","Muck_2224_IMS_5ul_R3_09_20V_redo",868603
"37_ribulose 5-phosphate","Muck_2224_IMS_5ul_R3_09_40V",833665
"37_ribulose 5-phosphate","Muck_5042_IMS_5ul_R1_10_20V_redo",966846
"37_ribulose 5-phosphate","Muck_5042_IMS_5ul_R1_10_40V",817806
"37_ribulose 5-phosphate","Muck_5042_IMS_5ul_R2_11_20V_redo",865624
"37_ribulose 5-phosphate","Muck_5042_IMS_5ul_R2_11_40V",688745
"37_ribulose 5-phosphate","Muck_5042_IMS_5ul_R3_12_20V_redo",885868
"37_ribulose 5-phosphate","Muck_5042_IMS_5ul_R3_12_40V",801125
"39_glutamic acid","CJ019_WT_IMS_5ul_R1_01_20V_redo",5206868
"39_glutamic acid","CJ019_WT_IMS_5ul_R1_01_40V",4146123
"39_glutamic acid","CJ019_WT_IMS_5ul_R2_02_20V_redo",5115605
"39_glutamic acid","CJ019_WT_IMS_5ul_R2_02_40V",4016374
"39_glutamic acid","CJ019_WT_IMS_5ul_R3_03_20V_redo",5370528
"39_glutamic acid","CJ019_WT_IMS_5ul_R3_03_40V",4081982
"39_glutamic acid","Muck_1642_IMS_5ul_R2_05_20V_redo",6397637
"39_glutamic acid","Muck_1642_IMS_5ul_R2_05_40V",4900854
"39_glutamic acid","Muck_1642_IMS_5ul_R3_06_20V_redo",5604133
"39_glutamic acid","Muck_1642_IMS_5ul_R3_06_40V",4566837
"39_glutamic acid","Muck_2224_IMS_5ul_R1_07_20V_redo",5539574
"39_glutamic acid","Muck_2224_IMS_5ul_R1_07_40V",4241314
"39_glutamic acid","Muck_2224_IMS_5ul_R2_08_20V_redo",5716720
"39_glutamic acid","Muck_2224_IMS_5ul_R2_08_40V",4548804
"39_glutamic acid","Muck_2224_IMS_5ul_R3_09_20V_redo",5907762
"39_glutamic acid","Muck_2224_IMS_5ul_R3_09_40V",4710793
"39_glutamic acid","Muck_5042_IMS_5ul_R1_10_20V_redo",5435229
"39_glutamic acid","Muck_5042_IMS_5ul_R1_10_40V",4492813
"39_glutamic acid","Muck_5042_IMS_5ul_R2_11_20V_redo",4952372
"39_glutamic acid","Muck_5042_IMS_5ul_R2_11_40V",3901678
"39_glutamic acid","Muck_5042_IMS_5ul_R3_12_20V_redo",5099724
"39_glutamic acid","Muck_5042_IMS_5ul_R3_12_40V",3983341
"41_UDP-glucose","CJ019_WT_IMS_5ul_R1_01_20V_redo",15998810
"41_UDP-glucose","CJ019_WT_IMS_5ul_R1_01_40V",18832824
"41_UDP-glucose","CJ019_WT_IMS_5ul_R2_02_20V_redo",17034778
"41_UDP-glucose","CJ019_WT_IMS_5ul_R2_02_40V",19964050
"41_UDP-glucose","CJ019_WT_IMS_5ul_R3_03_20V_redo",15478121
"41_UDP-glucose","CJ019_WT_IMS_5ul_R3_03_40V",17853312
"41_UDP-glucose","Muck_1642_IMS_5ul_R2_05_20V_redo",15005107
"41_UDP-glucose","Muck_1642_IMS_5ul_R2_05_40V",17858476
"41_UDP-glucose","Muck_1642_IMS_5ul_R3_06_20V_redo",13452442
"41_UDP-glucose","Muck_1642_IMS_5ul_R3_06_40V",15848206
"41_UDP-glucose","Muck_2224_IMS_5ul_R1_07_20V_redo",13759384
"41_UDP-glucose","Muck_2224_IMS_5ul_R1_07_40V",15661872
"41_UDP-glucose","Muck_2224_IMS_5ul_R2_08_20V_redo",12877497
"41_UDP-glucose","Muck_2224_IMS_5ul_R2_08_40V",15270184
"41_UDP-glucose","Muck_2224_IMS_5ul_R3_09_20V_redo",12867522
"41_UDP-glucose","Muck_2224_IMS_5ul_R3_09_40V",15069568
"41_UDP-glucose","Muck_5042_IMS_5ul_R1_10_20V_redo",11180804
"41_UDP-glucose","Muck_5042_IMS_5ul_R1_10_40V",12860684
"41_UDP-glucose","Muck_5042_IMS_5ul_R2_11_20V_redo",8906636
"41_UDP-glucose","Muck_5042_IMS_5ul_R2_11_40V",9974533
"41_UDP-glucose","Muck_5042_IMS_5ul_R3_12_20V_redo",8554977
"41_UDP-glucose","Muck_5042_IMS_5ul_R3_12_40V",9720772
"43_cis,cis-muconic acid","CJ019_WT_IMS_5ul_R1_01_20V_redo",376843
"43_cis,cis-muconic acid","CJ019_WT_IMS_5ul_R1_01_40V",371954
"43_cis,cis-muconic acid","CJ019_WT_IMS_5ul_R2_02_20V_redo",347265
"43_cis,cis-muconic acid","CJ019_WT_IMS_5ul_R2_02_40V",372872
"43_cis,cis-muconic acid","CJ019_WT_IMS_5ul_R3_03_20V_redo",358765
"43_cis,cis-muconic acid","CJ019_WT_IMS_5ul_R3_03_40V",324036
"43_cis,cis-muconic acid","Muck_1642_IMS_5ul_R2_05_20V_redo",374274
"43_cis,cis-muconic acid","Muck_1642_IMS_5ul_R2_05_40V",336282
"43_cis,cis-muconic acid","Muck_1642_IMS_5ul_R3_06_20V_redo",286524
"43_cis,cis-muconic acid","Muck_1642_IMS_5ul_R3_06_40V",287965
"43_cis,cis-muconic acid","Muck_2224_IMS_5ul_R1_07_20V_redo",324055
"43_cis,cis-muconic acid","Muck_2224_IMS_5ul_R1_07_40V",321708
"43_cis,cis-muconic acid","Muck_2224_IMS_5ul_R2_08_20V_redo",354512
"43_cis,cis-muconic acid","Muck_2224_IMS_5ul_R2_08_40V",350362
"43_cis,cis-muconic acid","Muck_2224_IMS_5ul_R3_09_20V_redo",375716
"43_cis,cis-muconic acid","Muck_2224_IMS_5ul_R3_09_40V",334946
"43_cis,cis-muconic acid","Muck_5042_IMS_5ul_R1_10_20V_redo",296665
"43_cis,cis-muconic acid","Muck_5042_IMS_5ul_R1_10_40V",321917
"43_cis,cis-muconic acid","Muck_5042_IMS_5ul_R2_11_20V_redo",288443
"43_cis,cis-muconic acid","Muck_5042_IMS_5ul_R2_11_40V",247193
"43_cis,cis-muconic acid","Muck_5042_IMS_5ul_R3_12_20V_redo",300052
"43_cis,cis-muconic acid","Muck_5042_IMS_5ul_R3_12_40V",281288
"45_dihydroxyacetone phosphate (DHAP)","CJ019_WT_IMS_5ul_R1_01_20V_redo",65650
"45_dihydroxyacetone phosphate (DHAP)","CJ019_WT_IMS_5ul_R1_01_40V",58907
"45_dihydroxyacetone phosphate (DHAP)","CJ019_WT_IMS_5ul_R2_02_20V_redo",65021
"45_dihydroxyacetone phosphate (DHAP)","CJ019_WT_IMS_5ul_R2_02_40V",56687
"45_dihydroxyacetone phosphate (DHAP)","CJ019_WT_IMS_5ul_R3_03_20V_redo",59754
"45_dihydroxyacetone phosphate (DHAP)","CJ019_WT_IMS_5ul_R3_03_40V",65567
"45_dihydroxyacetone phosphate (DHAP)","Muck_1642_IMS_5ul_R2_05_20V_redo",11835
"45_dihydroxyacetone phosphate (DHAP)","Muck_1642_IMS_5ul_R2_05_40V",5956
"45_dihydroxyacetone phosphate (DHAP)","Muck_1642_IMS_5ul_R3_06_20V_redo",17941
"45_dihydroxyacetone phosphate (DHAP)","Muck_1642_IMS_5ul_R3_06_40V",20507
"45_dihydroxyacetone phosphate (DHAP)","Muck_2224_IMS_5ul_R1_07_20V_redo",16482
"45_dihydroxyacetone phosphate (DHAP)","Muck_2224_IMS_5ul_R1_07_40V",11856
"45_dihydroxyacetone phosphate (DHAP)","Muck_2224_IMS_5ul_R2_08_20V_redo",14576
"45_dihydroxyacetone phosphate (DHAP)","Muck_2224_IMS_5ul_R2_08_40V",11352
"45_dihydroxyacetone phosphate (DHAP)","Muck_2224_IMS_5ul_R3_09_20V_redo",24896
"45_dihydroxyacetone phosphate (DHAP)","Muck_2224_IMS_5ul_R3_09_40V",10033
"45_dihydroxyacetone phosphate (DHAP)","Muck_5042_IMS_5ul_R1_10_20V_redo",18478
"45_dihydroxyacetone phosphate (DHAP)","Muck_5042_IMS_5ul_R1_10_40V",23801
"45_dihydroxyacetone phosphate (DHAP)","Muck_5042_IMS_5ul_R2_11_20V_redo",11455
"45_dihydroxyacetone phosphate (DHAP)","Muck_5042_IMS_5ul_R2_11_40V",16292
"45_dihydroxyacetone phosphate (DHAP)","Muck_5042_IMS_5ul_R3_12_20V_redo",11220
"45_dihydroxyacetone phosphate (DHAP)","Muck_5042_IMS_5ul_R3_12_40V",6372
"46_glutamine","CJ019_WT_IMS_5ul_R1_01_20V_redo",23304
"46_glutamine","CJ019_WT_IMS_5ul_R1_01_40V",23252
"46_glutamine","CJ019_WT_IMS_5ul_R2_02_20V_redo",25014
"46_glutamine","CJ019_WT_IMS_5ul_R2_02_40V",28711
"46_glutamine","CJ019_WT_IMS_5ul_R3_03_20V_redo",37525
"46_glutamine","CJ019_WT_IMS_5ul_R3_03_40V",39515
"46_glutamine","Muck_1642_IMS_5ul_R2_05_20V_redo",31282
"46_glutamine","Muck_1642_IMS_5ul_R2_05_40V",34645
"46_glutamine","Muck_1642_IMS_5ul_R3_06_20V_redo",28496
"46_glutamine","Muck_1642_IMS_5ul_R3_06_40V",25820
"46_glutamine","Muck_2224_IMS_5ul_R1_07_20V_redo",36242
"46_glutamine","Muck_2224_IMS_5ul_R1_07_40V",43878
"46_glutamine","Muck_2224_IMS_5ul_R2_08_20V_redo",48615
"46_glutamine","Muck_2224_IMS_5ul_R2_08_40V",39434
"46_glutamine","Muck_2224_IMS_5ul_R3_09_20V_redo",35143
"46_glutamine","Muck_2224_IMS_5ul_R3_09_40V",42543
"46_glutamine","Muck_5042_IMS_5ul_R1_10_20V_redo",59050
"46_glutamine","Muck_5042_IMS_5ul_R1_10_40V",38213
"46_glutamine","Muck_5042_IMS_5ul_R2_11_20V_redo",38990
"46_glutamine","Muck_5042_IMS_5ul_R2_11_40V",35966
"46_glutamine","Muck_5042_IMS_5ul_R3_12_20V_redo",54944
"46_glutamine","Muck_5042_IMS_5ul_R3_12_40V",64623
"48_trehalose","CJ019_WT_IMS_5ul_R1_01_20V_redo",101054
"48_trehalose","CJ019_WT_IMS_5ul_R1_01_40V",93119
"48_trehalose","CJ019_WT_IMS_5ul_R2_02_20V_redo",104113
"48_trehalose","CJ019_WT_IMS_5ul_R2_02_40V",88571
"48_trehalose","CJ019_WT_IMS_5ul_R3_03_20V_redo",121110
"48_trehalose","CJ019_WT_IMS_5ul_R3_03_40V",79036
"48_trehalose","Muck_1642_IMS_5ul_R2_05_20V_redo",16135
"48_trehalose","Muck_1642_IMS_5ul_R2_05_40V",9754
"48_trehalose","Muck_1642_IMS_5ul_R3_06_20V_redo",22361
"48_trehalose","Muck_1642_IMS_5ul_R3_06_40V",16316
"48_trehalose","Muck_2224_IMS_5ul_R1_07_20V_redo",12820
"48_trehalose","Muck_2224_IMS_5ul_R1_07_40V",5788
"48_trehalose","Muck_2224_IMS_5ul_R2_08_20V_redo",7927
"48_trehalose","Muck_2224_IMS_5ul_R2_08_40V",6486
"48_trehalose","Muck_2224_IMS_5ul_R3_09_20V_redo",8665
"48_trehalose","Muck_2224_IMS_5ul_R3_09_40V",7142
"48_trehalose","Muck_5042_IMS_5ul_R1_10_20V_redo",22045
"48_trehalose","Muck_5042_IMS_5ul_R1_10_40V",21894
"48_trehalose","Muck_5042_IMS_5ul_R2_11_20V_redo",21093
"48_trehalose","Muck_5042_IMS_5ul_R2_11_40V",15841
"48_trehalose","Muck_5042_IMS_5ul_R3_12_20V_redo",19587
"48_trehalose","Muck_5042_IMS_5ul_R3_12_40V",19020
"49_phenylalanine","CJ019_WT_IMS_5ul_R1_01_20V_redo",190408
"49_phenylalanine","CJ019_WT_IMS_5ul_R1_01_40V",133770
"49_phenylalanine","CJ019_WT_IMS_5ul_R2_02_20V_redo",173357
"49_phenylalanine","CJ019_WT_IMS_5ul_R2_02_40V",141829
"49_phenylalanine","CJ019_WT_IMS_5ul_R3_03_20V_redo",169856
"49_phenylalanine","CJ019_WT_IMS_5ul_R3_03_40V",127949
"49_phenylalanine","Muck_1642_IMS_5ul_R2_05_20V_redo",180579
"49_phenylalanine","Muck_1642_IMS_5ul_R2_05_40V",161965
"49_phenylalanine","Muck_1642_IMS_5ul_R3_06_20V_redo",260082
"49_phenylalanine","Muck_1642_IMS_5ul_R3_06_40V",170385
"49_phenylalanine","Muck_2224_IMS_5ul_R1_07_20V_redo",174140
"49_phenylalanine","Muck_2224_IMS_5ul_R1_07_40V",113221
"49_phenylalanine","Muck_2224_IMS_5ul_R2_08_20V_redo",146610
"49_phenylalanine","Muck_2224_IMS_5ul_R2_08_40V",110085
"49_phenylalanine","Muck_2224_IMS_5ul_R3_09_20V_redo",177144
"49_phenylalanine","Muck_2224_IMS_5ul_R3_09_40V",130802
"49_phenylalanine","Muck_5042_IMS_5ul_R1_10_20V_redo",239995
"49_phenylalanine","Muck_5042_IMS_5ul_R1_10_40V",163051
"49_phenylalanine","Muck_5042_IMS_5ul_R2_11_20V_redo",205837
"49_phenylalanine","Muck_5042_IMS_5ul_R2_11_40V",165752
"49_phenylalanine","Muck_5042_IMS_5ul_R3_12_20V_redo",206935
"49_phenylalanine","Muck_5042_IMS_5ul_R3_12_40V",178529
"53_erythrose 4-phosphate (E4P)","CJ019_WT_IMS_5ul_R1_01_20V_redo",132550
"53_erythrose 4-phosphate (E4P)","CJ019_WT_IMS_5ul_R1_01_40V",97853
"53_erythrose 4-phosphate (E4P)","CJ019_WT_IMS_5ul_R2_02_20V_redo",171397
"53_erythrose 4-phosphate (E4P)","CJ019_WT_IMS_5ul_R2_02_40V",125327
"53_erythrose 4-phosphate (E4P)","CJ019_WT_IMS_5ul_R3_03_20V_redo",130089
"53_erythrose 4-phosphate (E4P)","CJ019_WT_IMS_5ul_R3_03_40V",92251
"53_erythrose 4-phosphate (E4P)","Muck_1642_IMS_5ul_R2_05_20V_redo",124292
"53_erythrose 4-phosphate (E4P)","Muck_1642_IMS_5ul_R2_05_40V",76546
"53_erythrose 4-phosphate (E4P)","Muck_1642_IMS_5ul_R3_06_20V_redo",101701
"53_erythrose 4-phosphate (E4P)","Muck_1642_IMS_5ul_R3_06_40V",83768
"53_erythrose 4-phosphate (E4P)","Muck_2224_IMS_5ul_R1_07_20V_redo",137061
"53_erythrose 4-phosphate (E4P)","Muck_2224_IMS_5ul_R1_07_40V",76968
"53_erythrose 4-phosphate (E4P)","Muck_2224_IMS_5ul_R2_08_20V_redo",150005
"53_erythrose 4-phosphate (E4P)","Muck_2224_IMS_5ul_R2_08_40V",101147
"53_erythrose 4-phosphate (E4P)","Muck_2224_IMS_5ul_R3_09_20V_redo",112113
"53_erythrose 4-phosphate (E4P)","Muck_2224_IMS_5ul_R3_09_40V",87263
"53_erythrose 4-phosphate (E4P)","Muck_5042_IMS_5ul_R1_10_20V_redo",151308
"53_erythrose 4-phosphate (E4P)","Muck_5042_IMS_5ul_R1_10_40V",90460
"53_erythrose 4-phosphate (E4P)","Muck_5042_IMS_5ul_R2_11_20V_redo",131150
