Peptide,Protein,Replicate,Precursor Mz,Precursor Charge,Product Mz,Product Charge,Fragment Ion,Retention Time,Ion Mobility MS1,Ion Mobility Fragment,Collisional Cross Section,Area,Total Area,Height,Background,Mass Error PPM,Fwhm,Explicit Ion Mobility High Energy Offset,Explicit Retention Time
22_quinic acid,Standards,IMS_20V_HALM_60h_R2_17,191.0561,-1,109.02856,-1,109ref,1.29,16.28,16.1,134.75,664,50130,80,0,31.5,0.09,-0.1479081,1.5
22_quinic acid,Standards,IMS_20V_HALM_60h_R3_18,191.0561,-1,109.02856,-1,109ref,1.17,16.28,16.1,134.75,637,72853,93,0,32.6,0.12,-0.1479081,1.5
22_quinic acid,Standards,IMS_20V_LAHM_36h_R1_10,191.0561,-1,109.02856,-1,109ref,1.24,16.28,16.1,134.75,78,77202,50,0,-29.2,0.02,-0.1479081,1.5
22_quinic acid,Standards,IMS_20V_LAHM_36h_R2_11,191.0561,-1,109.02856,-1,109ref,1.07,16.28,16.1,134.75,392,206512,50,0,1.1,0.13,-0.1479081,1.5
22_quinic acid,Standards,IMS_20V_LAHM_36h_R3_12,191.0561,-1,109.02856,-1,109ref,1.13,16.28,16.1,134.75,996,319468,90,0,47.6,0.14,-0.1479081,1.5
22_quinic acid,Standards,IMS_20V_LAHM_60h_R1_22,191.0561,-1,109.02856,-1,109ref,0.81,16.28,16.1,134.75,528,297339,84,0,66.7,0.1,-0.1479081,1.5
22_quinic acid,Standards,IMS_20V_LAHM_60h_R2_23,191.0561,-1,109.02856,-1,109ref,0.91,16.28,16.1,134.75,386,877312,138,0,-9.9,0.05,-0.1479081,1.5
22_quinic acid,Standards,IMS_20V_LAHM_60h_R3_24,191.0561,-1,109.02856,-1,109ref,1.17,16.28,16.1,134.75,40,192431,26,0,61.9,0.02,-0.1479081,1.5
22_quinic acid,Standards,IMS_20V_LALM_36h_R1_01,191.0561,-1,109.02856,-1,109ref,1.07,16.28,16.1,134.75,108,96211,26,0,64.5,0.07,-0.1479081,1.5
22_quinic acid,Standards,IMS_20V_LALM_36h_R2_02,191.0561,-1,109.02856,-1,109ref,1.09,16.28,16.1,134.75,182,91871,25,0,54.3,0.13,-0.1479081,1.5
22_quinic acid,Standards,IMS_20V_LALM_36h_R3_03,191.0561,-1,109.02856,-1,109ref,1.13,16.28,16.1,134.75,612,143008,55,0,65.2,0.13,-0.1479081,1.5
22_quinic acid,Standards,IMS_20V_LALM_60h_R1_13,191.0561,-1,109.02856,-1,109ref,1.04,16.28,16.1,134.75,0,44431,0,0,#N/A,0.52,-0.1479081,1.5
22_quinic acid,Standards,IMS_20V_LALM_60h_R2_14,191.0561,-1,109.02856,-1,109ref,1.96,16.28,16.1,134.75,541,25370,69,0,52.2,0.13,-0.1479081,1.5
22_quinic acid,Standards,IMS_20V_LALM_60h_R3_15,191.0561,-1,109.02856,-1,109ref,1.13,16.28,16.1,134.75,4024,53241,550,0,2.3,0.11,-0.1479081,1.5
22_quinic acid,Standards,IMS_40V_HAHM_36h_R1_07,191.0561,-1,109.02856,-1,109ref,0.87,16.28,16.1,134.75,0,26459,0,0,#N/A,0.65,-0.1479081,1.5
22_quinic acid,Standards,IMS_40V_HAHM_36h_R2_08,191.0561,-1,109.02856,-1,109ref,0.61,16.28,16.1,134.75,0,68931,0,0,#N/A,0.87,-0.1479081,1.5
22_quinic acid,Standards,IMS_40V_HAHM_36h_R3_09,191.0561,-1,109.02856,-1,109ref,0.9,16.28,16.1,134.75,0,36317,0,0,#N/A,0.61,-0.1479081,1.5
22_quinic acid,Standards,IMS_40V_HAHM_60h_R1_19,191.0561,-1,109.02856,-1,109ref,0.55,16.28,16.1,134.75,0,60069,0,0,#N/A,1,-0.1479081,1.5
22_quinic acid,Standards,IMS_40V_HAHM_60h_R2_20,191.0561,-1,109.02856,-1,109ref,0.59,16.28,16.1,134.75,0,46209,0,0,#N/A,0.87,-0.1479081,1.5
22_quinic acid,Standards,IMS_40V_HAHM_60h_R3_21,191.0561,-1,109.02856,-1,109ref,0.61,16.28,16.1,134.75,0,101980,0,0,#N/A,0.91,-0.1479081,1.5
22_quinic acid,Standards,IMS_40V_HALM_36h_R1_04,191.0561,-1,109.02856,-1,109ref,1.78,16.28,16.1,134.75,147,10863,35,0,67.6,0.07,-0.1479081,1.5
22_quinic acid,Standards,IMS_40V_HALM_36h_R2_05,191.0561,-1,109.02856,-1,109ref,1,16.28,16.1,134.75,0,44561,0,0,#N/A,0.56,-0.1479081,1.5
22_quinic acid,Standards,IMS_40V_HALM_36h_R3_06,191.0561,-1,109.02856,-1,109ref,1.47,16.28,16.1,134.75,0,21307,0,0,#N/A,0.35,-0.1479081,1.5
22_quinic acid,Standards,IMS_40V_HALM_60h_R1_16,191.0561,-1,109.02856,-1,109ref,1,16.28,16.1,134.75,0,12881,0,0,#N/A,0.56,-0.1479081,1.5
22_quinic acid,Standards,IMS_40V_HALM_60h_R2_17,191.0561,-1,109.02856,-1,109ref,1.17,16.28,16.1,134.75,0,4298,0,0,#N/A,0.39,-0.1479081,1.5
22_quinic acid,Standards,IMS_40V_HALM_60h_R3_18,191.0561,-1,109.02856,-1,109ref,1.17,16.28,16.1,134.75,0,12438,0,0,#N/A,0.35,-0.1479081,1.5
22_quinic acid,Standards,IMS_40V_LAHM_36h_R1_10,191.0561,-1,109.02856,-1,109ref,0.94,16.28,16.1,134.75,0,37453,0,0,#N/A,0.65,-0.1479081,1.5
22_quinic acid,Standards,IMS_40V_LAHM_36h_R2_11,191.0561,-1,109.02856,-1,109ref,0.98,16.28,16.1,134.75,0,42948,0,0,#N/A,0.52,-0.1479081,1.5
22_quinic acid,Standards,IMS_40V_LAHM_36h_R3_12,191.0561,-1,109.02856,-1,109ref,1.13,16.28,16.1,134.75,0,31782,0,0,#N/A,0.39,-0.1479081,1.5
22_quinic acid,Standards,IMS_40V_LAHM_60h_R1_22,191.0561,-1,109.02856,-1,109ref,0.94,16.28,16.1,134.75,0,34288,0,0,#N/A,0.56,-0.1479081,1.5
22_quinic acid,Standards,IMS_40V_LAHM_60h_R2_23,191.0561,-1,109.02856,-1,109ref,0.65,16.28,16.1,134.75,0,235558,0,0,#N/A,0.82,-0.1479081,1.5
22_quinic acid,Standards,IMS_40V_LAHM_60h_R3_24,191.0561,-1,109.02856,-1,109ref,0.91,16.28,16.1,134.75,0,42808,0,0,#N/A,0.61,-0.1479081,1.5
22_quinic acid,Standards,IMS_40V_LALM_36h_R1_01,191.0561,-1,109.02856,-1,109ref,0.89,16.28,16.1,134.75,0,49250,0,0,#N/A,0.61,-0.1479081,1.5
22_quinic acid,Standards,IMS_40V_LALM_36h_R2_02,191.0561,-1,109.02856,-1,109ref,0.98,16.28,16.1,134.75,0,38969,0,0,#N/A,0.61,-0.1479081,1.5
22_quinic acid,Standards,IMS_40V_LALM_36h_R3_03,191.0561,-1,109.02856,-1,109ref,1.08,16.28,16.1,134.75,0,33489,0,0,#N/A,0.43,-0.1479081,1.5
22_quinic acid,Standards,IMS_40V_LALM_60h_R1_13,191.0561,-1,109.02856,-1,109ref,0.96,16.28,16.1,134.75,0,16773,0,0,#N/A,0.52,-0.1479081,1.5
22_quinic acid,Standards,IMS_40V_LALM_60h_R2_14,191.0561,-1,109.02856,-1,109ref,0.83,16.28,16.1,134.75,0,19502,0,0,#N/A,0.74,-0.1479081,1.5
22_quinic acid,Standards,IMS_40V_LALM_60h_R3_15,191.0561,-1,109.02856,-1,109ref,0.87,16.28,16.1,134.75,0,18529,0,0,#N/A,0.61,-0.1479081,1.5
22_quinic acid,Standards,IMS_20V_HAHM_36h_R1_07,191.0561,-1,111.04414,-1,111ref,0.56,16.28,16.1,134.75,0,225694,0,0,#N/A,0.95,-0.144744108,1.5
22_quinic acid,Standards,IMS_20V_HAHM_36h_R2_08,191.0561,-1,111.04414,-1,111ref,0.78,16.28,16.1,134.75,1742,419468,235,0,-52.8,0.13,-0.144744108,1.5
22_quinic acid,Standards,IMS_20V_HAHM_36h_R3_09,191.0561,-1,111.04414,-1,111ref,1.25,16.28,16.1,134.75,1114,118616,135,0,51.2,0.12,-0.144744108,1.5
22_quinic acid,Standards,IMS_20V_HAHM_60h_R1_19,191.0561,-1,111.04414,-1,111ref,0.46,16.28,16.1,134.75,0,377584,0,0,#N/A,1.04,-0.144744108,1.5
22_quinic acid,Standards,IMS_20V_HAHM_60h_R2_20,191.0561,-1,111.04414,-1,111ref,0.91,16.28,16.1,134.75,0,145623,0,0,#N/A,0.65,-0.144744108,1.5
22_quinic acid,Standards,IMS_20V_HAHM_60h_R3_21,191.0561,-1,111.04414,-1,111ref,1.37,16.28,16.1,134.75,120,780073,23,0,-23.8,0.09,-0.144744108,1.5
22_quinic acid,Standards,IMS_20V_HALM_36h_R1_04,191.0561,-1,111.04414,-1,111ref,1,16.28,16.1,134.75,0,115984,0,0,#N/A,0.48,-0.144744108,1.5
22_quinic acid,Standards,IMS_20V_HALM_36h_R2_05,191.0561,-1,111.04414,-1,111ref,1.26,16.28,16.1,134.75,1578,88439,219,0,-15.2,0.12,-0.144744108,1.5
22_quinic acid,Standards,IMS_20V_HALM_36h_R3_06,191.0561,-1,111.04414,-1,111ref,1.09,16.28,16.1,134.75,0,136744,0,0,#N/A,0.43,-0.144744108,1.5
22_quinic acid,Standards,IMS_20V_HALM_60h_R1_16,191.0561,-1,111.04414,-1,111ref,1.04,16.28,16.1,134.75,0,63987,0,0,#N/A,0.48,-0.144744108,1.5
22_quinic acid,Standards,IMS_20V_HALM_60h_R2_17,191.0561,-1,111.04414,-1,111ref,0.99,16.28,16.1,134.75,0,50130,0,0,#N/A,0.56,-0.144744108,1.5
22_quinic acid,Standards,IMS_20V_HALM_60h_R3_18,191.0561,-1,111.04414,-1,111ref,1.21,16.28,16.1,134.75,995,72853,151,0,-45.5,0.11,-0.144744108,1.5
22_quinic acid,Standards,IMS_20V_LAHM_36h_R1_10,191.0561,-1,111.04414,-1,111ref,1.24,16.28,16.1,134.75,0,77202,0,0,#N/A,0.35,-0.144744108,1.5
22_quinic acid,Standards,IMS_20V_LAHM_36h_R2_11,191.0561,-1,111.04414,-1,111ref,0.99,16.28,16.1,134.75,0,206512,0,0,#N/A,0.56,-0.144744108,1.5
22_quinic acid,Standards,IMS_20V_LAHM_36h_R3_12,191.0561,-1,111.04414,-1,111ref,0.83,16.28,16.1,134.75,569,319468,91,0,-57.2,0.1,-0.144744108,1.5
22_quinic acid,Standards,IMS_20V_LAHM_60h_R1_22,191.0561,-1,111.04414,-1,111ref,0.81,16.28,16.1,134.75,110,297339,21,0,-65.7,0.09,-0.144744108,1.5
22_quinic acid,Standards,IMS_20V_LAHM_60h_R2_23,191.0561,-1,111.04414,-1,111ref,0.91,16.28,16.1,134.75,0,877312,0,0,#N/A,0.61,-0.144744108,1.5
22_quinic acid,Standards,IMS_20V_LAHM_60h_R3_24,191.0561,-1,111.04414,-1,111ref,1.35,16.28,16.1,134.75,1057,192431,157,0,-3,0.12,-0.144744108,1.5
22_quinic acid,Standards,IMS_20V_LALM_36h_R1_01,191.0561,-1,111.04414,-1,111ref,1.07,16.28,16.1,134.75,0,96211,0,0,#N/A,0.56,-0.144744108,1.5
22_quinic acid,Standards,IMS_20V_LALM_36h_R2_02,191.0561,-1,111.04414,-1,111ref,1.04,16.28,16.1,134.75,0,91871,0,0,#N/A,0.48,-0.144744108,1.5
22_quinic acid,Standards,IMS_20V_LALM_36h_R3_03,191.0561,-1,111.04414,-1,111ref,1.35,16.28,16.1,134.75,913,143008,140,0,11.8,0.11,-0.144744108,1.5
22_quinic acid,Standards,IMS_20V_LALM_60h_R1_13,191.0561,-1,111.04414,-1,111ref,1.04,16.28,16.1,134.75,26,44431,13,48,-52.9,0.03,-0.144744108,1.5
22_quinic acid,Standards,IMS_20V_LALM_60h_R2_14,191.0561,-1,111.04414,-1,111ref,1.48,16.28,16.1,134.75,0,25370,0,0,#N/A,0.69,-0.144744108,1.5
22_quinic acid,Standards,IMS_20V_LALM_60h_R3_15,191.0561,-1,111.04414,-1,111ref,0.87,16.28,16.1,134.75,0,53241,0,0,#N/A,0.74,-0.144744108,1.5
22_quinic acid,Standards,IMS_40V_HAHM_36h_R1_07,191.0561,-1,111.04414,-1,111ref,0.87,16.28,16.1,134.75,0,26459,0,0,#N/A,0.65,-0.144744108,1.5
22_quinic acid,Standards,IMS_40V_HAHM_36h_R2_08,191.0561,-1,111.04414,-1,111ref,0.61,16.28,16.1,134.75,0,68931,0,0,#N/A,0.87,-0.144744108,1.5
22_quinic acid,Standards,IMS_40V_HAHM_36h_R3_09,191.0561,-1,111.04414,-1,111ref,0.9,16.28,16.1,134.75,0,36317,0,0,#N/A,0.61,-0.144744108,1.5
22_quinic acid,Standards,IMS_40V_HAHM_60h_R1_19,191.0561,-1,111.04414,-1,111ref,0.55,16.28,16.1,134.75,0,60069,0,0,#N/A,1,-0.144744108,1.5
22_quinic acid,Standards,IMS_40V_HAHM_60h_R2_20,191.0561,-1,111.04414,-1,111ref,0.59,16.28,16.1,134.75,0,46209,0,0,#N/A,0.87,-0.144744108,1.5
22_quinic acid,Standards,IMS_40V_HAHM_60h_R3_21,191.0561,-1,111.04414,-1,111ref,0.61,16.28,16.1,134.75,0,101980,0,0,#N/A,0.91,-0.144744108,1.5
22_quinic acid,Standards,IMS_40V_HALM_36h_R1_04,191.0561,-1,111.04414,-1,111ref,1.43,16.28,16.1,134.75,0,10863,0,0,#N/A,0.39,-0.144744108,1.5
22_quinic acid,Standards,IMS_40V_HALM_36h_R2_05,191.0561,-1,111.04414,-1,111ref,1,16.28,16.1,134.75,0,44561,0,0,#N/A,0.56,-0.144744108,1.5
22_quinic acid,Standards,IMS_40V_HALM_36h_R3_06,191.0561,-1,111.04414,-1,111ref,1.47,16.28,16.1,134.75,0,21307,0,0,#N/A,0.35,-0.144744108,1.5
22_quinic acid,Standards,IMS_40V_HALM_60h_R1_16,191.0561,-1,111.04414,-1,111ref,1,16.28,16.1,134.75,0,12881,0,0,#N/A,0.56,-0.144744108,1.5
22_quinic acid,Standards,IMS_40V_HALM_60h_R2_17,191.0561,-1,111.04414,-1,111ref,1.17,16.28,16.1,134.75,0,4298,0,0,#N/A,0.39,-0.144744108,1.5
22_quinic acid,Standards,IMS_40V_HALM_60h_R3_18,191.0561,-1,111.04414,-1,111ref,1.17,16.28,16.1,134.75,0,12438,0,0,#N/A,0.35,-0.144744108,1.5
22_quinic acid,Standards,IMS_40V_LAHM_36h_R1_10,191.0561,-1,111.04414,-1,111ref,1.11,16.28,16.1,134.75,345,37453,44,0,92.9,0.13,-0.144744108,1.5
22_quinic acid,Standards,IMS_40V_LAHM_36h_R2_11,191.0561,-1,111.04414,-1,111ref,0.98,16.28,16.1,134.75,0,42948,0,0,#N/A,0.52,-0.144744108,1.5
22_quinic acid,Standards,IMS_40V_LAHM_36h_R3_12,191.0561,-1,111.04414,-1,111ref,1.13,16.28,16.1,134.75,0,31782,0,0,#N/A,0.39,-0.144744108,1.5
22_quinic acid,Standards,IMS_40V_LAHM_60h_R1_22,191.0561,-1,111.04414,-1,111ref,0.94,16.28,16.1,134.75,0,34288,0,0,#N/A,0.56,-0.144744108,1.5
22_quinic acid,Standards,IMS_40V_LAHM_60h_R2_23,191.0561,-1,111.04414,-1,111ref,0.65,16.28,16.1,134.75,0,235558,0,0,#N/A,0.82,-0.144744108,1.5
22_quinic acid,Standards,IMS_40V_LAHM_60h_R3_24,191.0561,-1,111.04414,-1,111ref,0.91,16.28,16.1,134.75,0,42808,0,0,#N/A,0.61,-0.144744108,1.5
22_quinic acid,Standards,IMS_40V_LALM_36h_R1_01,191.0561,-1,111.04414,-1,111ref,0.89,16.28,16.1,134.75,0,49250,0,0,#N/A,0.61,-0.144744108,1.5
22_quinic acid,Standards,IMS_40V_LALM_36h_R2_02,191.0561,-1,111.04414,-1,111ref,0.98,16.28,16.1,134.75,0,38969,0,0,#N/A,0.61,-0.144744108,1.5
22_quinic acid,Standards,IMS_40V_LALM_36h_R3_03,191.0561,-1,111.04414,-1,111ref,1.08,16.28,16.1,134.75,0,33489,0,0,#N/A,0.43,-0.144744108,1.5
22_quinic acid,Standards,IMS_40V_LALM_60h_R1_13,191.0561,-1,111.04414,-1,111ref,0.96,16.28,16.1,134.75,0,16773,0,0,#N/A,0.52,-0.144744108,1.5
22_quinic acid,Standards,IMS_40V_LALM_60h_R2_14,191.0561,-1,111.04414,-1,111ref,0.83,16.28,16.1,134.75,0,19502,0,0,#N/A,0.74,-0.144744108,1.5
22_quinic acid,Standards,IMS_40V_LALM_60h_R3_15,191.0561,-1,111.04414,-1,111ref,0.87,16.28,16.1,134.75,0,18529,0,0,#N/A,0.61,-0.144744108,1.5
22_quinic acid,Standards,IMS_20V_HAHM_36h_R1_07,191.0561,-1,127.03929,-1,127ref,0.69,16.28,16.1,134.75,2764,225694,247,0,64,0.14,-0.119625042,1.5
22_quinic acid,Standards,IMS_20V_HAHM_36h_R2_08,191.0561,-1,127.03929,-1,127ref,1.34,16.28,16.1,134.75,1783,419468,158,0,33.6,0.74,-0.119625042,1.5
22_quinic acid,Standards,IMS_20V_HAHM_36h_R3_09,191.0561,-1,127.03929,-1,127ref,1.03,16.28,16.1,134.75,80,118616,20,181,82.9,0.09,-0.119625042,1.5
22_quinic acid,Standards,IMS_20V_HAHM_60h_R1_19,191.0561,-1,127.03929,-1,127ref,1.15,16.28,16.1,134.75,382,377584,51,0,39.7,0.09,-0.119625042,1.5
22_quinic acid,Standards,IMS_20V_HAHM_60h_R2_20,191.0561,-1,127.03929,-1,127ref,1.26,16.28,16.1,134.75,345,145623,44,0,41.4,0.13,-0.119625042,1.5
22_quinic acid,Standards,IMS_20V_HAHM_60h_R3_21,191.0561,-1,127.03929,-1,127ref,1.37,16.28,16.1,134.75,3584,780073,214,0,55.1,0.7,-0.119625042,1.5
22_quinic acid,Standards,IMS_20V_HALM_36h_R1_04,191.0561,-1,127.03929,-1,127ref,1.13,16.28,16.1,134.75,1791,115984,152,0,29.2,0.15,-0.119625042,1.5
22_quinic acid,Standards,IMS_20V_HALM_36h_R2_05,191.0561,-1,127.03929,-1,127ref,1.26,16.28,16.1,134.75,1156,88439,150,0,57.9,0.13,-0.119625042,1.5
22_quinic acid,Standards,IMS_20V_HALM_36h_R3_06,191.0561,-1,127.03929,-1,127ref,1.3,16.28,16.1,134.75,1338,136744,140,0,26,0.24,-0.119625042,1.5
22_quinic acid,Standards,IMS_20V_HALM_60h_R1_16,191.0561,-1,127.03929,-1,127ref,1.13,16.28,16.1,134.75,1993,63987,201,0,53,0.14,-0.119625042,1.5
22_quinic acid,Standards,IMS_20V_HALM_60h_R2_17,191.0561,-1,127.03929,-1,127ref,1.12,16.28,16.1,134.75,181,50130,23,0,50.3,0.13,-0.119625042,1.5
22_quinic acid,Standards,IMS_20V_HALM_60h_R3_18,191.0561,-1,127.03929,-1,127ref,1.08,16.28,16.1,134.75,167,72853,63,0,54.7,0.04,-0.119625042,1.5
22_quinic acid,Standards,IMS_20V_LAHM_36h_R1_10,191.0561,-1,127.03929,-1,127ref,1.24,16.28,16.1,134.75,738,77202,112,94,9.9,0.07,-0.119625042,1.5
22_quinic acid,Standards,IMS_20V_LAHM_36h_R2_11,191.0561,-1,127.03929,-1,127ref,1.12,16.28,16.1,134.75,882,206512,133,0,2.1,0.11,-0.119625042,1.5
22_quinic acid,Standards,IMS_20V_LAHM_36h_R3_12,191.0561,-1,127.03929,-1,127ref,0.78,16.28,16.1,134.75,1310,319468,89,0,48.9,0.13,-0.119625042,1.5
22_quinic acid,Standards,IMS_20V_LAHM_60h_R1_22,191.0561,-1,127.03929,-1,127ref,0.72,16.28,16.1,134.75,236,297339,45,0,66.4,0.09,-0.119625042,1.5
22_quinic acid,Standards,IMS_20V_LAHM_60h_R2_23,191.0561,-1,127.03929,-1,127ref,0.91,16.28,16.1,134.75,968,877312,156,0,19.5,0.04,-0.119625042,1.5
22_quinic acid,Standards,IMS_20V_LAHM_60h_R3_24,191.0561,-1,127.03929,-1,127ref,1.17,16.28,16.1,134.75,0,192431,0,0,#N/A,0.3,-0.119625042,1.5
22_quinic acid,Standards,IMS_20V_LALM_36h_R1_01,191.0561,-1,127.03929,-1,127ref,1.59,16.28,16.1,134.75,1092,96211,104,0,68,0.54,-0.119625042,1.5
22_quinic acid,Standards,IMS_20V_LALM_36h_R2_02,191.0561,-1,127.03929,-1,127ref,1.39,16.28,16.1,134.75,1942,91871,150,0,66.9,0.28,-0.119625042,1.5
22_quinic acid,Standards,IMS_20V_LALM_36h_R3_03,191.0561,-1,127.03929,-1,127ref,1.17,16.28,16.1,134.75,3422,143008,326,0,65.9,0.15,-0.119625042,1.5
22_quinic acid,Standards,IMS_20V_LALM_60h_R1_13,191.0561,-1,127.03929,-1,127ref,1.13,16.28,16.1,134.75,330,44431,42,0,41.7,0.13,-0.119625042,1.5
22_quinic acid,Standards,IMS_20V_LALM_60h_R2_14,191.0561,-1,127.03929,-1,127ref,1.69,16.28,16.1,134.75,232,25370,47,0,3.5,0.07,-0.119625042,1.5
22_quinic acid,Standards,IMS_20V_LALM_60h_R3_15,191.0561,-1,127.03929,-1,127ref,1.21,16.28,16.1,134.75,776,53241,81,0,38.5,0.13,-0.119625042,1.5
22_quinic acid,Standards,IMS_40V_HAHM_36h_R1_07,191.0561,-1,127.03929,-1,127ref,1.47,16.28,16.1,134.75,335,26459,55,0,66.5,0.07,-0.119625042,1.5
22_quinic acid,Standards,IMS_40V_HAHM_36h_R2_08,191.0561,-1,127.03929,-1,127ref,0.61,16.28,16.1,134.75,0,68931,0,0,#N/A,0.87,-0.119625042,1.5
22_quinic acid,Standards,IMS_40V_HAHM_36h_R3_09,191.0561,-1,127.03929,-1,127ref,0.9,16.28,16.1,134.75,0,36317,0,0,#N/A,0.61,-0.119625042,1.5
22_quinic acid,Standards,IMS_40V_HAHM_60h_R1_19,191.0561,-1,127.03929,-1,127ref,0.55,16.28,16.1,134.75,0,60069,0,0,#N/A,1,-0.119625042,1.5
22_quinic acid,Standards,IMS_40V_HAHM_60h_R2_20,191.0561,-1,127.03929,-1,127ref,0.59,16.28,16.1,134.75,0,46209,0,0,#N/A,0.87,-0.119625042,1.5
22_quinic acid,Standards,IMS_40V_HAHM_60h_R3_21,191.0561,-1,127.03929,-1,127ref,0.61,16.28,16.1,134.75,0,101980,0,0,#N/A,0.91,-0.119625042,1.5
22_quinic acid,Standards,IMS_40V_HALM_36h_R1_04,191.0561,-1,127.03929,-1,127ref,1.43,16.28,16.1,134.75,0,10863,0,0,#N/A,0.39,-0.119625042,1.5
22_quinic acid,Standards,IMS_40V_HALM_36h_R2_05,191.0561,-1,127.03929,-1,127ref,1,16.28,16.1,134.75,0,44561,0,0,#N/A,0.56,-0.119625042,1.5
22_quinic acid,Standards,IMS_40V_HALM_36h_R3_06,191.0561,-1,127.03929,-1,127ref,1.47,16.28,16.1,134.75,0,21307,0,0,#N/A,0.35,-0.119625042,1.5
22_quinic acid,Standards,IMS_40V_HALM_60h_R1_16,191.0561,-1,127.03929,-1,127ref,1,16.28,16.1,134.75,0,12881,0,0,#N/A,0.56,-0.119625042,1.5
22_quinic acid,Standards,IMS_40V_HALM_60h_R2_17,191.0561,-1,127.03929,-1,127ref,1.17,16.28,16.1,134.75,0,4298,0,0,#N/A,0.39,-0.119625042,1.5
22_quinic acid,Standards,IMS_40V_HALM_60h_R3_18,191.0561,-1,127.03929,-1,127ref,1.17,16.28,16.1,134.75,0,12438,0,0,#N/A,0.35,-0.119625042,1.5
22_quinic acid,Standards,IMS_40V_LAHM_36h_R1_10,191.0561,-1,127.03929,-1,127ref,0.94,16.28,16.1,134.75,0,37453,0,0,#N/A,0.65,-0.119625042,1.5
22_quinic acid,Standards,IMS_40V_LAHM_36h_R2_11,191.0561,-1,127.03929,-1,127ref,0.98,16.28,16.1,134.75,0,42948,0,0,#N/A,0.52,-0.119625042,1.5
22_quinic acid,Standards,IMS_40V_LAHM_36h_R3_12,191.0561,-1,127.03929,-1,127ref,1.13,16.28,16.1,134.75,0,31782,0,0,#N/A,0.39,-0.119625042,1.5
22_quinic acid,Standards,IMS_40V_LAHM_60h_R1_22,191.0561,-1,127.03929,-1,127ref,0.94,16.28,16.1,134.75,0,34288,0,0,#N/A,0.56,-0.119625042,1.5
22_quinic acid,Standards,IMS_40V_LAHM_60h_R2_23,191.0561,-1,127.03929,-1,127ref,0.65,16.28,16.1,134.75,0,235558,0,0,#N/A,0.82,-0.119625042,1.5
22_quinic acid,Standards,IMS_40V_LAHM_60h_R3_24,191.0561,-1,127.03929,-1,127ref,0.91,16.28,16.1,134.75,0,42808,0,0,#N/A,0.61,-0.119625042,1.5
22_quinic acid,Standards,IMS_40V_LALM_36h_R1_01,191.0561,-1,127.03929,-1,127ref,0.89,16.28,16.1,134.75,0,49250,0,0,#N/A,0.61,-0.119625042,1.5
22_quinic acid,Standards,IMS_40V_LALM_36h_R2_02,191.0561,-1,127.03929,-1,127ref,0.98,16.28,16.1,134.75,0,38969,0,0,#N/A,0.61,-0.119625042,1.5
22_quinic acid,Standards,IMS_40V_LALM_36h_R3_03,191.0561,-1,127.03929,-1,127ref,1.08,16.28,16.1,134.75,0,33489,0,0,#N/A,0.43,-0.119625042,1.5
22_quinic acid,Standards,IMS_40V_LALM_60h_R1_13,191.0561,-1,127.03929,-1,127ref,0.96,16.28,16.1,134.75,0,16773,0,0,#N/A,0.52,-0.119625042,1.5
22_quinic acid,Standards,IMS_40V_LALM_60h_R2_14,191.0561,-1,127.03929,-1,127ref,0.83,16.28,16.1,134.75,0,19502,0,0,#N/A,0.74,-0.119625042,1.5
22_quinic acid,Standards,IMS_40V_LALM_60h_R3_15,191.0561,-1,127.03929,-1,127ref,0.87,16.28,16.1,134.75,0,18529,0,0,#N/A,0.61,-0.119625042,1.5
22_quinic acid,Standards,IMS_20V_HAHM_36h_R1_07,191.0561,-1,192.0595,-1,192,0.56,16.28,16.1,134.75,0,225694,0,0,#N/A,0.95,-0.0175301,1.5
22_quinic acid,Standards,IMS_20V_HAHM_36h_R2_08,191.0561,-1,192.0595,-1,192,0.6,16.28,16.1,134.75,0,419468,0,0,#N/A,0.91,-0.0175301,1.5
22_quinic acid,Standards,IMS_20V_HAHM_36h_R3_09,191.0561,-1,192.0595,-1,192,1.03,16.28,16.1,134.75,0,118616,0,0,#N/A,0.52,-0.0175301,1.5
22_quinic acid,Standards,IMS_20V_HAHM_60h_R1_19,191.0561,-1,192.0595,-1,192,0.46,16.28,16.1,134.75,0,377584,0,0,#N/A,1.04,-0.0175301,1.5
22_quinic acid,Standards,IMS_20V_HAHM_60h_R2_20,191.0561,-1,192.0595,-1,192,0.91,16.28,16.1,134.75,0,145623,0,0,#N/A,0.65,-0.0175301,1.5
22_quinic acid,Standards,IMS_20V_HAHM_60h_R3_21,191.0561,-1,192.0595,-1,192,0.68,16.28,16.1,134.75,0,780073,0,0,#N/A,0.87,-0.0175301,1.5
22_quinic acid,Standards,IMS_20V_HALM_36h_R1_04,191.0561,-1,192.0595,-1,192,1.09,16.28,16.1,134.75,493,115984,63,0,-42.4,0.13,-0.0175301,1.5
22_quinic acid,Standards,IMS_20V_HALM_36h_R2_05,191.0561,-1,192.0595,-1,192,1.13,16.28,16.1,134.75,518,88439,66,0,-15,0.13,-0.0175301,1.5
22_quinic acid,Standards,IMS_20V_HALM_36h_R3_06,191.0561,-1,192.0595,-1,192,1.09,16.28,16.1,134.75,0,136744,0,0,#N/A,0.43,-0.0175301,1.5
22_quinic acid,Standards,IMS_20V_HALM_60h_R1_16,191.0561,-1,192.0595,-1,192,1.04,16.28,16.1,134.75,0,63987,0,0,#N/A,0.48,-0.0175301,1.5
